# OpenSignals Text File Format. Version 1
# {"20:18:05:28:47:04": {"position": 0, "device": "bitalino_rev", "device name": "20:18:05:28:47:04", "device connection": "BTH20:18:05:28:47:04", "sampling rate": 100, "resolution": [4, 1, 1, 1, 1, 10, 10], "firmware version": 1281, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2021-4-15", "time": "17:36:4.343", "channels": [1, 2], "sensor": ["ECGBIT", "RESPBIT"], "label": ["A1", "A2"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1", "A2"], "special": [{}, {}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	502	513	
1	0	0	0	0	508	513	
2	0	0	0	0	526	513	
3	0	0	0	0	499	513	
4	0	0	0	0	523	514	
5	0	0	0	0	504	514	
6	0	0	0	0	506	515	
7	0	0	0	0	507	515	
8	0	0	0	0	447	515	
9	0	0	0	0	524	516	
10	0	0	0	0	492	516	
11	0	0	0	0	486	516	
12	0	0	0	0	477	516	
13	0	0	0	0	472	517	
14	0	0	0	0	464	517	
15	0	0	0	0	452	517	
0	0	0	0	0	504	518	
1	0	0	0	0	511	518	
2	0	0	0	0	515	518	
3	0	0	0	0	530	518	
4	0	0	0	0	536	519	
5	0	0	0	0	515	519	
6	0	0	0	0	537	519	
7	0	0	0	0	529	519	
8	0	0	0	0	520	519	
9	0	0	0	0	524	519	
10	0	0	0	0	501	520	
11	0	0	0	0	482	520	
12	0	0	0	0	516	520	
13	0	0	0	0	351	520	
14	0	0	0	0	451	520	
15	0	0	0	0	591	521	
0	0	0	0	0	832	521	
1	0	0	0	0	744	521	
2	0	0	0	0	451	521	
3	0	0	0	0	384	521	
4	0	0	0	0	376	521	
5	0	0	0	0	392	521	
6	0	0	0	0	397	521	
7	0	0	0	0	403	521	
8	0	0	0	0	403	522	
9	0	0	0	0	425	522	
10	0	0	0	0	428	522	
11	0	0	0	0	424	523	
12	0	0	0	0	420	523	
13	0	0	0	0	429	523	
14	0	0	0	0	414	523	
15	0	0	0	0	422	523	
0	0	0	0	0	414	523	
1	0	0	0	0	423	523	
2	0	0	0	0	422	523	
3	0	0	0	0	405	523	
4	0	0	0	0	402	523	
5	0	0	0	0	429	523	
6	0	0	0	0	435	523	
7	0	0	0	0	489	523	
8	0	0	0	0	537	524	
9	0	0	0	0	591	523	
10	0	0	0	0	656	523	
11	0	0	0	0	686	523	
12	0	0	0	0	703	523	
13	0	0	0	0	670	523	
14	0	0	0	0	673	523	
15	0	0	0	0	666	523	
0	0	0	0	0	644	523	
1	0	0	0	0	627	523	
2	0	0	0	0	602	523	
3	0	0	0	0	602	523	
4	0	0	0	0	595	523	
5	0	0	0	0	568	522	
6	0	0	0	0	551	522	
7	0	0	0	0	561	522	
8	0	0	0	0	526	521	
9	0	0	0	0	542	521	
10	0	0	0	0	539	520	
11	0	0	0	0	537	520	
12	0	0	0	0	529	520	
13	0	0	0	0	520	519	
14	0	0	0	0	526	519	
15	0	0	0	0	518	519	
0	0	0	0	0	508	519	
1	0	0	0	0	524	518	
2	0	0	0	0	504	518	
3	0	0	0	0	520	518	
4	0	0	0	0	515	518	
5	0	0	0	0	510	518	
6	0	0	0	0	504	517	
7	0	0	0	0	516	517	
8	0	0	0	0	498	517	
9	0	0	0	0	511	517	
10	0	0	0	0	518	517	
11	0	0	0	0	511	517	
12	0	0	0	0	498	516	
13	0	0	0	0	493	516	
14	0	0	0	0	506	517	
15	0	0	0	0	471	516	
0	0	0	0	0	494	516	
1	0	0	0	0	472	516	
2	0	0	0	0	467	516	
3	0	0	0	0	469	516	
4	0	0	0	0	490	516	
5	0	0	0	0	503	516	
6	0	0	0	0	529	516	
7	0	0	0	0	534	516	
8	0	0	0	0	527	515	
9	0	0	0	0	537	516	
10	0	0	0	0	530	515	
11	0	0	0	0	530	515	
12	0	0	0	0	520	515	
13	0	0	0	0	509	515	
14	0	0	0	0	520	515	
15	0	0	0	0	515	515	
0	0	0	0	0	489	515	
1	0	0	0	0	348	514	
2	0	0	0	0	508	514	
3	0	0	0	0	634	514	
4	0	0	0	0	887	513	
5	0	0	0	0	700	513	
6	0	0	0	0	416	513	
7	0	0	0	0	374	513	
8	0	0	0	0	382	513	
9	0	0	0	0	377	512	
10	0	0	0	0	374	512	
11	0	0	0	0	404	512	
12	0	0	0	0	407	512	
13	0	0	0	0	407	512	
14	0	0	0	0	422	512	
15	0	0	0	0	412	512	
0	0	0	0	0	415	512	
1	0	0	0	0	430	512	
2	0	0	0	0	399	512	
3	0	0	0	0	410	512	
4	0	0	0	0	411	512	
5	0	0	0	0	412	512	
6	0	0	0	0	406	511	
7	0	0	0	0	402	511	
8	0	0	0	0	420	511	
9	0	0	0	0	429	510	
10	0	0	0	0	449	510	
11	0	0	0	0	496	510	
12	0	0	0	0	563	510	
13	0	0	0	0	622	510	
14	0	0	0	0	666	510	
15	0	0	0	0	694	509	
0	0	0	0	0	688	509	
1	0	0	0	0	688	509	
2	0	0	0	0	667	509	
3	0	0	0	0	665	509	
4	0	0	0	0	626	509	
5	0	0	0	0	623	509	
6	0	0	0	0	609	508	
7	0	0	0	0	580	508	
8	0	0	0	0	564	508	
9	0	0	0	0	563	508	
10	0	0	0	0	560	508	
11	0	0	0	0	548	508	
12	0	0	0	0	521	508	
13	0	0	0	0	543	508	
14	0	0	0	0	538	508	
15	0	0	0	0	542	508	
0	0	0	0	0	522	507	
1	0	0	0	0	515	507	
2	0	0	0	0	525	507	
3	0	0	0	0	507	507	
4	0	0	0	0	506	507	
5	0	0	0	0	518	507	
6	0	0	0	0	516	507	
7	0	0	0	0	516	507	
8	0	0	0	0	503	507	
9	0	0	0	0	514	507	
10	0	0	0	0	497	507	
11	0	0	0	0	512	507	
12	0	0	0	0	510	507	
13	0	0	0	0	481	507	
14	0	0	0	0	504	507	
15	0	0	0	0	509	507	
0	0	0	0	0	506	507	
