 TopoDir BaixDir TopoEsq TopoDir             TrasDir TrasEsq FrenDir FrenEsq
 31232.0  7232.0 20736.0 25728.0               0.809   2.066   2.627   2.636
 31232.0  7104.0 20800.0 25472.0               0.809   2.101   2.627   2.639
 31232.0  6848.0 20928.0 25472.0               0.873   2.111   2.617   2.643
 31296.0  6336.0 20928.0 25408.0               0.857   2.101   2.617   2.643
 31168.0  6208.0 20864.0 25408.0               0.773   2.098   2.630   2.639
 31232.0  5824.0 20928.0 25408.0               0.773   2.108   2.614   2.646
 31168.0  5376.0 20992.0 25216.0               0.815   2.092   2.601   2.636
 31168.0  4608.0 20864.0 25152.0               0.848   2.095   2.620   2.639
 31040.0  4672.0 20672.0 24960.0               0.828   2.117   2.617   2.656
 31168.0  4608.0 21120.0 24896.0               0.796   2.104   2.604   2.656
 31232.0  4224.0 21120.0 24896.0               0.799   2.117   2.581   2.630
 31296.0  3648.0 21056.0 24704.0               0.809   2.117   2.594   2.620
 31360.0  3392.0 21056.0 24448.0               0.886   2.121   2.607   2.639
 31360.0  2688.0 21120.0 24512.0               0.857   2.121   2.598   2.652
 31424.0  2688.0 20992.0 24576.0               0.831   2.124   2.607   2.652
 31424.0  2688.0 20992.0 24192.0               0.799   2.088   2.614   2.643
 31488.0  2752.0 21248.0 24000.0               0.761   2.117   2.594   2.630
 31488.0  2688.0 21312.0 23808.0               0.838   2.114   2.575   2.636
 31552.0  2624.0 20864.0 23424.0               0.838   2.121   2.617   2.636
 31488.0  2624.0 21504.0 23232.0               0.831   2.124   2.610   2.633
 31488.0  2624.0 21696.0 23104.0               0.819   2.121   2.607   2.633
 31680.0  2688.0 21696.0 23040.0               0.751   2.085   2.598   2.614
 31616.0  2432.0 21760.0 22592.0               0.844   2.117   2.581   2.627
 31744.0  2560.0 21696.0 22464.0               0.806   2.085   2.581   2.627
 31744.0  2496.0 21504.0 22592.0               0.780   2.085   2.604   2.633
 31680.0  2560.0 21376.0 22592.0               0.783   2.098   2.607   2.639
 31680.0  2432.0 21504.0 22592.0               0.783   2.088   2.591   2.643
 31616.0  2432.0 21504.0 22656.0               0.815   2.059   2.610   2.627
 31488.0  2432.0 21568.0 22848.0               0.835   2.108   2.604   2.610
 31360.0  2496.0 21696.0 22976.0               0.783   2.104   2.598   2.639
 31360.0  2432.0 22144.0 23296.0               0.828   2.101   2.594   2.646
 31488.0  2368.0 22144.0 23424.0               0.783   2.088   2.585   2.627
 31488.0  2496.0 22528.0 23168.0               0.748   2.108   2.594   2.617
 31488.0  2368.0 22528.0 23360.0               0.799   2.088   2.591   2.636
 31616.0  2368.0 22528.0 23360.0               0.864   2.101   2.604   2.639
 31872.0  2368.0 22592.0 23488.0               0.841   2.108   2.610   2.639
 31872.0  2368.0 22848.0 23424.0               0.767   2.088   2.607   2.630
 32128.0  2368.0 23168.0 23360.0               0.822   2.079   2.598   2.646
 32192.0  2304.0 22976.0 23424.0               0.761   2.085   2.604   2.620
 32256.0  2368.0 22912.0 23424.0               0.806   2.075   2.588   2.614
 32384.0  2240.0 22784.0 23424.0               0.793   2.079   2.588   2.643
 32512.0  2176.0 22720.0 23296.0               0.738   2.082   2.578   2.643
 32576.0  2112.0 23040.0 23168.0               0.822   2.066   2.581   2.643
 32576.0  2112.0 23168.0 23040.0               0.786   2.069   2.598   2.614
 32640.0  2048.0 23104.0 23040.0               0.838   2.092   2.604   2.620
 32960.0  2112.0 23040.0 22656.0               0.835   2.092   2.601   2.649
 33216.0  2048.0 23104.0 22464.0               0.802   2.085   2.610   2.649
 33344.0  1984.0 23168.0 22336.0               0.831   2.059   2.559   2.636
 33536.0  1856.0 23232.0 22272.0               0.799   2.072   2.617   2.617
 33856.0  1600.0 23296.0 22080.0               0.793   2.069   2.604   2.649
 33856.0  1408.0 23488.0 22016.0               0.848   2.079   2.598   2.656
 33984.0  1280.0 23488.0 21888.0               0.793   2.095   2.601   2.630
 33984.0  1152.0 23488.0 21760.0               0.838   2.059   2.585   2.649
 34048.0  1152.0 23360.0 21824.0               0.822   2.059   2.604   2.627
 34112.0  1152.0 23040.0 21952.0               0.854   2.088   2.598   2.633
 34304.0  1216.0 22848.0 21952.0               0.857   2.098   2.598   2.646
 34368.0  1536.0 22912.0 21888.0               0.838   2.095   2.623   2.649
 34368.0  1472.0 23168.0 22080.0               0.744   2.088   2.614   2.643
 34432.0  1664.0 22848.0 22144.0               0.722   2.101   2.581   2.636
 34496.0  1600.0 22912.0 22144.0               0.796   2.088   2.588   2.639
 34688.0  1600.0 22912.0 22400.0               0.848   2.088   2.598   2.646
 34816.0  1664.0 22848.0 22272.0               0.854   2.092   2.607   2.649
 34880.0  1792.0 22720.0 22272.0               0.790   2.072   2.614   2.639
 34944.0  1920.0 22656.0 22336.0               0.703   2.088   2.575   2.636
 35072.0  1984.0 22592.0 22336.0               0.796   2.079   2.594   2.659
 35264.0  2112.0 22464.0 22336.0               0.838   2.088   2.581   2.627
 35328.0  2176.0 22528.0 22208.0               0.848   2.095   2.588   2.649
 35264.0  2176.0 22656.0 22272.0               0.751   2.072   2.585   2.649
 35328.0  2176.0 22592.0 22272.0               0.815   2.079   2.604   2.627
 35392.0  2176.0 22144.0 22336.0               0.844   2.101   2.594   2.620
 35456.0  2176.0 22208.0 22464.0               0.857   2.101   2.594   2.643
 35392.0  2176.0 22016.0 22336.0               0.851   2.101   2.610   2.649
 35520.0  2240.0 21824.0 22272.0               0.738   2.072   2.588   2.646
 35584.0  2176.0 21760.0 22080.0               0.790   2.082   2.585   2.636
 35584.0  2240.0 21824.0 21952.0               0.854   2.111   2.601   2.643
 35520.0  2368.0 21824.0 21696.0               0.825   2.079   2.604   2.649
 35520.0  2432.0 21312.0 21504.0               0.825   2.114   2.594   2.652
 35456.0  2496.0 21248.0 21632.0               0.770   2.101   2.620   2.665
 35392.0  2560.0 20928.0 21568.0               0.764   2.082   2.575   2.627
 35392.0  2368.0 20992.0 21696.0               0.835   2.101   2.585   2.607
 35392.0  2240.0 21120.0 21824.0               0.773   2.082   2.578   2.649
 35328.0  2496.0 21248.0 21760.0               0.806   2.098   2.601   2.646
 35328.0  2496.0 21120.0 21760.0               0.799   2.088   2.604   2.643
 35200.0  2496.0 21056.0 21760.0               0.764   2.092   2.591   2.627
 35264.0  2560.0 20736.0 21888.0               0.841   2.079   2.604   2.643
 35264.0  2560.0 20544.0 21760.0               0.819   2.108   2.620   2.627
 35264.0  2560.0 19328.0 21824.0               0.790   2.101   2.607   2.649
 35328.0  2752.0 19456.0 21760.0               0.748   2.059   2.591   2.646
 35264.0  2752.0 19392.0 21760.0               0.738   2.101   2.594   2.617
 35200.0  2688.0 19392.0 21440.0               0.799   2.098   2.565   2.639
 35264.0  2752.0 19520.0 21504.0               0.799   2.104   2.598   2.649
 35328.0  2816.0 20864.0 21376.0               0.812   2.114   2.607   2.649
 35392.0  2816.0 20992.0 21376.0               0.728   2.095   2.607   2.646
 35200.0  2816.0 20992.0 21312.0               0.728   2.104   2.562   2.620
 35264.0  2752.0 20992.0 21248.0               0.819   2.063   2.591   2.649
 35328.0  2688.0 20992.0 20800.0               0.802   2.111   2.601   2.630
 35456.0  2624.0 20992.0 21056.0               0.854   2.111   2.601   2.652
 35520.0  2624.0 20992.0 20992.0               0.764   2.121   2.598   2.646
 35584.0  2688.0 21120.0 21056.0               0.751   2.082   2.594   2.649
 35648.0  2624.0 21248.0 21120.0               0.777   2.098   2.578   2.649
 35712.0  2688.0 21248.0 21120.0               0.796   2.117   2.604   2.649
 35648.0  2816.0 21248.0 21184.0               0.790   2.098   2.601   2.646
 35712.0  2816.0 21184.0 21120.0               0.780   2.104   2.594   2.649
 35776.0  2880.0 21120.0 21120.0               0.748   2.092   2.575   2.643
 35712.0  2880.0 20992.0 21120.0               0.757   2.104   2.578   2.630
 35712.0  2880.0 20864.0 21120.0               0.844   2.121   2.598   2.659
 35776.0  2816.0 20864.0 21248.0               0.809   2.079   2.604   2.636
 35712.0  2880.0 21120.0 21312.0               0.780   2.114   2.604   2.656
 35712.0  2944.0 20992.0 21248.0               0.699   2.104   2.585   2.656
 35456.0  2944.0 20992.0 21184.0               0.777   2.092   2.594   2.646
 35456.0  2944.0 21056.0 21248.0               0.844   2.114   2.610   2.649
 35392.0  2816.0 21056.0 21312.0               0.835   2.111   2.601   2.649
 35392.0  2816.0 20992.0 21440.0               0.764   2.104   2.581   2.646
 35328.0  2944.0 21056.0 21440.0               0.802   2.092   2.581   2.646
 35328.0  3072.0 20992.0 21568.0               0.796   2.095   2.601   2.652
 35264.0  3136.0 19584.0 21568.0               0.770   2.117   2.601   2.627
 35200.0  3200.0 19648.0 21568.0               0.815   2.117   2.601   2.652
 35264.0  3200.0 19648.0 21568.0               0.719   2.079   2.581   2.652
 35264.0  3200.0 19712.0 21504.0               0.754   2.104   2.610   2.633
 35264.0  3136.0 19712.0 21440.0               0.841   2.114   2.594   2.620
 35264.0  3136.0 19776.0 21376.0               0.809   2.101   2.604   2.659
 35328.0  3072.0 21056.0 21248.0               0.767   2.101   2.601   2.649
 35328.0  3008.0 21120.0 21120.0               0.725   2.079   2.601   2.649
 35392.0  3008.0 21184.0 21184.0               0.706   2.117   2.572   2.649
 35456.0  2944.0 21184.0 21376.0               0.802   2.085   2.598   2.627
 35456.0  2944.0 21184.0 21440.0               0.844   2.104   2.601   2.652
 35456.0  2944.0 21248.0 21376.0               0.831   2.108   2.614   2.649
 35392.0  2944.0 21312.0 21376.0               0.767   2.085   2.601   2.652
 35392.0  3008.0 21312.0 21376.0               0.738   2.101   2.591   2.639
 35392.0  3008.0 21376.0 21376.0               0.851   2.095   2.585   2.662
 35392.0  3008.0 21312.0 21568.0               0.841   2.117   2.604   2.636
 35456.0  3072.0 21376.0 21568.0               0.819   2.114   2.601   2.662
 35392.0  3008.0 21376.0 21568.0               0.796   2.114   2.604   2.639
 35456.0  2944.0 21312.0 21632.0               0.819   2.095   2.591   2.656
 35520.0  2944.0 21440.0 21760.0               0.812   2.098   2.585   2.636
 35456.0  2944.0 21440.0 21696.0               0.780   2.098   2.581   2.639
 35520.0  2880.0 21568.0 21760.0               0.783   2.124   2.588   2.646
 35456.0  2944.0 21696.0 21632.0               0.780   2.111   2.591   2.656
 35520.0  2880.0 21760.0 21696.0               0.796   2.098   2.588   2.652
 35520.0  2880.0 21824.0 21696.0               0.819   2.075   2.591   2.633
 35584.0  2880.0 21760.0 21696.0               0.770   2.114   2.588   2.633
 35584.0  2816.0 21760.0 21696.0               0.860   2.104   2.604   2.649
 35648.0  2752.0 21696.0 21760.0               0.825   2.108   2.604   2.643
 35584.0  2816.0 21696.0 21760.0               0.777   2.098   2.601   2.652
 35584.0  2880.0 21632.0 21760.0               0.793   2.085   2.598   2.614
 35648.0  2752.0 21824.0 21824.0               0.822   2.092   2.585   2.639
 35584.0  2752.0 21952.0 21824.0               0.796   2.095   2.604   2.662
 35648.0  2816.0 21952.0 21824.0               0.828   2.085   2.598   2.646
 35648.0  2880.0 21952.0 21760.0               0.744   2.075   2.591   2.652
 35648.0  2752.0 22016.0 21696.0               0.822   2.079   2.598   2.639
 35712.0  2816.0 22016.0 21696.0               0.812   2.101   2.601   2.623
 35712.0  2816.0 21952.0 21568.0               0.819   2.104   2.614   2.649
 35648.0  2816.0 22144.0 21632.0               0.802   2.092   2.614   2.649
 35776.0  2752.0 22080.0 21632.0               0.773   2.088   2.620   2.652
 35776.0  2752.0 22080.0 21632.0               0.783   2.085   2.607   2.643
 35712.0  2880.0 22144.0 21760.0               0.806   2.108   2.610   2.646
 35648.0  2944.0 22080.0 21760.0               0.793   2.101   2.617   2.649
 35648.0  3008.0 22144.0 21824.0               0.848   2.092   2.604   2.646
 35648.0  3008.0 22016.0 21888.0               0.751   2.069   2.607   2.662
 35648.0  3072.0 22080.0 21824.0               0.751   2.088   2.591   2.620
 35584.0  3072.0 22080.0 21888.0               0.835   2.101   2.588   2.652
 35584.0  3072.0 22080.0 21952.0               0.790   2.095   2.607   2.643
 35584.0  3072.0 22144.0 22016.0               0.815   2.101   2.575   2.643
 35584.0  3072.0 22144.0 22016.0               0.761   2.092   2.604   2.652
 35520.0  3072.0 22144.0 22016.0               0.764   2.072   2.581   2.620
 35520.0  3008.0 22144.0 22080.0               0.796   2.098   2.581   2.636
 35520.0  2816.0 22208.0 22016.0               0.793   2.098   2.594   2.639
 35520.0  2752.0 22336.0 22016.0               0.809   2.095   2.610   2.636
 35520.0  2752.0 22400.0 22016.0               0.696   2.098   2.610   2.639
 35456.0  2752.0 22528.0 22080.0               0.809   2.085   2.585   2.646
 35392.0  2688.0 22592.0 22080.0               0.790   2.069   2.607   2.623
 35392.0  2688.0 22592.0 22016.0               0.815   2.114   2.601   2.652
 35392.0  2752.0 22592.0 22016.0               0.822   2.085   2.601   2.652
 35328.0  2432.0 22592.0 21952.0               0.790   2.104   2.601   2.659
 35328.0  2688.0 22208.0 22016.0               0.806   2.085   2.578   2.659
 35264.0  2752.0 22144.0 22080.0               0.764   2.088   2.617   2.630
 35200.0  2944.0 22144.0 22080.0               0.844   2.104   2.610   2.623
 35136.0  2944.0 22208.0 22080.0               0.796   2.095   2.601   2.656
 35200.0  2880.0 22144.0 22144.0               0.835   2.108   2.610   2.636
 35200.0  3008.0 22208.0 22144.0               0.735   2.092   2.601   2.652
 35200.0  3072.0 22144.0 22208.0               0.780   2.111   2.594   2.620
 35200.0  3072.0 22144.0 22144.0               0.773   2.101   2.588   2.627
 35200.0  3072.0 22208.0 22208.0               0.777   2.085   2.588   2.646
 35200.0  3072.0 22208.0 22208.0               0.848   2.101   2.601   2.656
 35136.0  3072.0 22208.0 22272.0               0.793   2.092   2.598   2.646
 35200.0  3072.0 22144.0 22272.0               0.722   2.111   2.601   2.630
 35136.0  3072.0 22144.0 22208.0               0.822   2.075   2.610   2.649
 35136.0  3072.0 22144.0 22272.0               0.860   2.098   2.601   2.652
 35200.0  3072.0 22080.0 22272.0               0.748   2.101   2.604   2.656
 35136.0  3072.0 22016.0 22272.0               0.722   2.092   2.565   2.643
 35136.0  3072.0 22080.0 22272.0               0.857   2.101   2.575   2.646
 35200.0  3072.0 22016.0 22336.0               0.844   2.098   2.601   2.633
 35200.0  3072.0 22080.0 22336.0               0.802   2.104   2.617   2.652
 35200.0  3072.0 22080.0 22272.0               0.757   2.111   2.601   2.646
 35200.0  3072.0 22016.0 22272.0               0.825   2.085   2.588   2.652
 35264.0  3072.0 22016.0 22272.0               0.793   2.082   2.598   2.636
 35200.0  3072.0 22016.0 22272.0               0.809   2.114   2.594   2.643
 35328.0  3072.0 21952.0 22272.0               0.764   2.108   2.601   2.646
 35200.0  3072.0 22016.0 22272.0               0.744   2.101   2.604   2.639
 35264.0  3072.0 22080.0 22272.0               0.802   2.066   2.588   2.652
 35200.0  3072.0 22080.0 22272.0               0.825   2.082   2.588   2.639
 35264.0  3072.0 22080.0 22272.0               0.783   2.104   2.591   2.614
 35264.0  3072.0 21952.0 22272.0               0.780   2.108   2.601   2.656
 35264.0  3072.0 22016.0 22272.0               0.693   2.095   2.610   2.633
 35328.0  3008.0 22080.0 22400.0               0.809   2.082   2.588   2.649
 35328.0  3008.0 22144.0 22336.0               0.767   2.088   2.610   2.636
 35328.0  3072.0 22144.0 22400.0               0.809   2.104   2.607   2.636
 35392.0  3072.0 22144.0 22336.0               0.751   2.098   2.598   2.656
 35456.0  3008.0 22080.0 22336.0               0.802   2.108   2.601   2.656
 35520.0  3008.0 21952.0 22336.0               0.725   2.079   2.594   2.643
 35520.0  3008.0 21952.0 22336.0               0.712   2.092   2.585   2.630
 35520.0  2880.0 22016.0 22336.0               0.770   2.088   2.578   2.636
 35584.0  2880.0 21952.0 22400.0               0.838   2.104   2.598   2.630
 35584.0  2944.0 21952.0 22336.0               0.844   2.098   2.588   2.643
 35584.0  2944.0 21888.0 22336.0               0.777   2.108   2.607   2.656
 35584.0  2880.0 21952.0 22336.0               0.757   2.085   2.565   2.646
 35648.0  2880.0 21952.0 22272.0               0.761   2.059   2.581   2.643
 35648.0  2880.0 21952.0 22272.0               0.819   2.095   2.610   2.630
 35584.0  2880.0 21952.0 22336.0               0.748   2.075   2.607   2.662
 35648.0  2880.0 22016.0 22336.0               0.825   2.101   2.601   2.659
 35648.0  2816.0 22016.0 22400.0               0.757   2.075   2.604   2.656
 35584.0  2816.0 22016.0 22400.0               0.735   2.095   2.568   2.630
 35648.0  2752.0 22016.0 22400.0               0.819   2.114   2.588   2.633
 35584.0  2816.0 22016.0 22464.0               0.838   2.108   2.607   2.652
 35584.0  2752.0 22016.0 22464.0               0.838   2.104   2.610   2.662
 35648.0  2752.0 22016.0 22528.0               0.802   2.104   2.598   2.662
 35648.0  2816.0 22016.0 22464.0               0.761   2.088   2.588   2.633
 35776.0  2816.0 21888.0 22464.0               0.741   2.085   2.581   2.643
 35840.0  2752.0 21888.0 22528.0               0.841   2.108   2.588   2.652
 35840.0  2752.0 21952.0 22464.0               0.780   2.088   2.594   2.649
 35904.0  2688.0 22016.0 22528.0               0.819   2.101   2.585   2.639
 35968.0  2752.0 21952.0 22528.0               0.751   2.092   2.585   2.627
 35968.0  2752.0 21952.0 22528.0               0.786   2.069   2.591   2.639
 35968.0  2752.0 22016.0 22528.0               0.719   2.085   2.568   2.643
 35968.0  2752.0 21888.0 22528.0               0.815   2.108   2.572   2.656
 36032.0  2688.0 21824.0 22528.0               0.751   2.104   2.598   2.649
 36096.0  2688.0 21824.0 22528.0               0.819   2.114   2.598   2.646
 36096.0  2752.0 21824.0 22592.0               0.761   2.088   2.591   2.639
 36032.0  2688.0 21888.0 22592.0               0.796   2.088   2.598   2.659
 36032.0  2752.0 21952.0 22592.0               0.851   2.072   2.601   2.633
 36096.0  2752.0 21824.0 22592.0               0.799   2.098   2.578   2.620
 36096.0  2688.0 21888.0 22528.0               0.848   2.104   2.598   2.652
 36096.0  2688.0 21888.0 22592.0               0.848   2.104   2.607   2.662
 36096.0  2688.0 21888.0 22528.0               0.754   2.098   2.591   2.656
 36160.0  2688.0 21952.0 22528.0               0.748   2.111   2.588   2.617
 36160.0  2688.0 21888.0 22592.0               0.812   2.104   2.591   2.636
 36096.0  2688.0 21888.0 22592.0               0.819   2.098   2.604   2.656
 36096.0  2752.0 21888.0 22528.0               0.822   2.101   2.594   2.633
 36160.0  2752.0 21632.0 22592.0               0.741   2.108   2.598   2.633
 36160.0  2816.0 21504.0 22528.0               0.738   2.075   2.585   2.652
 36160.0  2816.0 21568.0 22592.0               0.812   2.066   2.594   2.633
 36160.0  2816.0 21504.0 22528.0               0.786   2.101   2.604   2.630
 36160.0  2880.0 21376.0 22528.0               0.831   2.101   2.594   2.652
 36160.0  2880.0 21568.0 22528.0               0.844   2.085   2.594   2.636
 36224.0  2816.0 21376.0 22528.0               0.690   2.075   2.604   2.633
 36224.0  2816.0 21504.0 22528.0               0.783   2.098   2.581   2.646
 36288.0  2880.0 21632.0 22528.0               0.835   2.095   2.588   2.636
 36288.0  2816.0 21504.0 22592.0               0.825   2.104   2.607   2.659
 36224.0  2816.0 21632.0 22528.0               0.806   2.101   2.591   2.656
 36288.0  2752.0 21632.0 22592.0               0.793   2.098   2.598   2.652
 36288.0  2816.0 21696.0 22528.0               0.831   2.085   2.581   2.652
 36288.0  2880.0 21760.0 22592.0               0.773   2.079   2.588   2.623
 36352.0  2816.0 21696.0 22592.0               0.780   2.108   2.598   2.617
 36288.0  2816.0 21696.0 22592.0               0.825   2.104   2.604   2.652
 36224.0  2880.0 21824.0 22592.0               0.815   2.108   2.610   2.665
 36352.0  2880.0 21696.0 22592.0               0.741   2.095   2.594   2.636
 36288.0  2880.0 21632.0 22656.0               0.835   2.075   2.572   2.652
 36352.0  2880.0 21632.0 22592.0               0.825   2.079   2.568   2.639
 36416.0  2880.0 21696.0 22528.0               0.825   2.114   2.604   2.623
 36416.0  2880.0 21760.0 22592.0               0.780   2.108   2.617   2.652
 36352.0  2880.0 21824.0 22592.0               0.831   2.095   2.604   2.646
 36352.0  2880.0 21760.0 22656.0               0.744   2.082   2.594   2.643
 36352.0  2880.0 21760.0 22656.0               0.754   2.101   2.585   2.636
 36352.0  2880.0 21760.0 22656.0               0.838   2.104   2.585   2.643
 36416.0  2880.0 21824.0 22656.0               0.767   2.095   2.594   2.639
 36352.0  2880.0 21760.0 22592.0               0.835   2.101   2.610   2.639
 36416.0  2880.0 21824.0 22656.0               0.725   2.104   2.591   2.656
 36416.0  2880.0 21824.0 22720.0               0.703   2.088   2.575   2.652
 36352.0  2880.0 21824.0 22656.0               0.751   2.072   2.575   2.620
 36416.0  2880.0 21760.0 22656.0               0.835   2.108   2.598   2.623
 36416.0  2880.0 21824.0 22656.0               0.773   2.095   2.585   2.652
 36416.0  2880.0 21824.0 22656.0               0.815   2.108   2.594   2.646
 36416.0  2880.0 21760.0 22656.0               0.790   2.101   2.604   2.659
 36416.0  2880.0 21568.0 22720.0               0.815   2.069   2.598   2.656
 36416.0  2880.0 21696.0 22784.0               0.806   2.088   2.585   2.633
 36480.0  2880.0 21760.0 22720.0               0.806   2.098   2.604   2.639
 36416.0  2880.0 21824.0 22784.0               0.796   2.095   2.601   2.643
 36416.0  2880.0 21824.0 22720.0               0.790   2.095   2.594   2.643
 36416.0  2944.0 21824.0 22784.0               0.764   2.111   2.598   2.659
 36480.0  2944.0 21888.0 22848.0               0.712   2.101   2.598   2.639
 36416.0  2944.0 21888.0 22848.0               0.809   2.101   2.601   2.649
 36416.0  2944.0 21824.0 22848.0               0.802   2.085   2.610   2.656
 36480.0  2944.0 21952.0 22912.0               0.828   2.108   2.591   2.623
 36480.0  2944.0 21952.0 22848.0               0.706   2.098   2.610   2.652
 36416.0  2944.0 22016.0 22784.0               0.790   2.072   2.591   2.643
 36416.0  2944.0 22080.0 22848.0               0.790   2.088   2.604   2.627
 36480.0  2944.0 22080.0 22848.0               0.790   2.088   2.581   2.633
 36480.0  3008.0 21952.0 22912.0               0.822   2.111   2.607   2.646
 36480.0  3008.0 22016.0 22912.0               0.844   2.101   2.604   2.646
 36416.0  2944.0 21952.0 22912.0               0.725   2.085   2.610   2.652
 36416.0  3008.0 22016.0 22912.0               0.738   2.104   2.585   2.646
 36416.0  3072.0 22016.0 22848.0               0.799   2.104   2.581   2.643
 36480.0  3072.0 21952.0 22912.0               0.761   2.114   2.591   2.652
 36480.0  3072.0 21696.0 22912.0               0.780   2.085   2.581   2.652
 36416.0  3072.0 21568.0 22912.0               0.744   2.098   2.585   2.646
 36416.0  3072.0 21760.0 22912.0               0.735   2.082   2.585   2.633
 36416.0  3072.0 21376.0 22912.0               0.786   2.098   2.572   2.630
 36480.0  3072.0 21632.0 22848.0               0.780   2.101   2.601   2.643
 36480.0  3072.0 21504.0 22848.0               0.825   2.085   2.588   2.649
 36480.0  3072.0 21504.0 22848.0               0.783   2.098   2.601   2.646
 36416.0  3072.0 21504.0 22848.0               0.686   2.082   2.572   2.652
 36480.0  3072.0 21440.0 22848.0               0.754   2.072   2.585   2.601
 36480.0  3072.0 21440.0 22848.0               0.793   2.092   2.585   2.639
 36480.0  3072.0 21696.0 22848.0               0.822   2.108   2.604   2.662
 36480.0  3072.0 21632.0 22848.0               0.790   2.092   2.585   2.659
 36416.0  3072.0 21696.0 22848.0               0.777   2.098   2.604   2.643
 36480.0  3072.0 21632.0 22912.0               0.799   2.082   2.588   2.649
 36480.0  3008.0 21632.0 22848.0               0.770   2.063   2.601   2.636
 36544.0  3072.0 21568.0 22912.0               0.764   2.092   2.591   2.643
 36544.0  3072.0 21568.0 22848.0               0.819   2.098   2.594   2.659
 36480.0  3072.0 21568.0 22848.0               0.831   2.108   2.601   2.636
 36480.0  3072.0 21568.0 22912.0               0.725   2.075   2.591   2.646
 36480.0  3072.0 21632.0 22912.0               0.741   2.095   2.578   2.636
 36416.0  3072.0 21568.0 22912.0               0.819   2.098   2.578   2.646
 36544.0  3072.0 21568.0 22976.0               0.822   2.092   2.598   2.649
 36480.0  3008.0 21504.0 22976.0               0.754   2.092   2.591   2.656
 36480.0  3072.0 21568.0 22976.0               0.728   2.085   2.601   2.646
 36480.0  3072.0 21504.0 22976.0               0.799   2.069   2.581   2.646
 36480.0  3072.0 21376.0 22976.0               0.815   2.085   2.591   2.636
