 TopoDir BaixDir TopoEsq TopoDir             TrasDir TrasEsq FrenDir FrenEsq
 38656.0     0.0 25728.0 12864.0               0.880   2.230   2.591   2.614
 38656.0     0.0 25728.0 12864.0               0.902   2.230   2.588   2.578
 38656.0     0.0 25728.0 12864.0               0.877   2.201   2.588   2.610
 38720.0     0.0 25728.0 12800.0               0.844   2.243   2.559   2.617
 38656.0     0.0 25728.0 12800.0               0.860   2.224   2.559   2.614
 38720.0     0.0 25664.0 12800.0               0.844   2.217   2.585   2.604
 38656.0     0.0 25728.0 12800.0               0.844   2.230   2.552   2.604
 38656.0     0.0 25728.0 12800.0               0.886   2.230   2.536   2.620
 38720.0     0.0 25728.0 12800.0               0.880   2.230   2.556   2.607
 38720.0     0.0 25728.0 12800.0               0.893   2.227   2.598   2.607
 38720.0     0.0 25664.0 12800.0               0.854   2.220   2.556   2.594
 38720.0     0.0 25728.0 12864.0               0.844   2.214   2.568   2.604
 38720.0     0.0 25664.0 12800.0               0.906   2.230   2.559   2.607
 38720.0     0.0 25728.0 12864.0               0.773   2.227   2.575   2.594
 38720.0     0.0 25792.0 12864.0               0.841   2.227   2.572   2.604
 38784.0     0.0 25856.0 12800.0               0.844   2.230   2.546   2.610
 38720.0     0.0 25792.0 12800.0               0.854   2.227   2.572   2.594
 38848.0     0.0 25792.0 12736.0               0.828   2.224   2.543   2.604
 38784.0     0.0 25792.0 12800.0               0.883   2.217   2.575   2.594
 38784.0     0.0 25792.0 12800.0               0.851   2.220   2.578   2.610
 38784.0     0.0 25792.0 12800.0               0.851   2.224   2.572   2.607
 38848.0     0.0 25856.0 12736.0               0.848   2.214   2.549   2.604
 38784.0     0.0 25856.0 12800.0               0.873   2.220   2.568   2.620
 38848.0     0.0 25856.0 12800.0               0.793   2.230   2.572   2.594
 38848.0     0.0 25856.0 12800.0               0.857   2.217   2.581   2.601
 38784.0     0.0 25856.0 12864.0               0.738   2.217   2.588   2.585
 38784.0     0.0 25664.0 12736.0               0.848   2.220   2.581   2.556
 38784.0     0.0 25728.0 12800.0               0.822   2.214   2.549   2.601
 38848.0     0.0 25728.0 12800.0               0.831   2.240   2.562   2.594
 38848.0     0.0 25728.0 12800.0               0.828   2.220   2.568   2.607
 38784.0     0.0 25728.0 12736.0               0.815   2.220   2.530   2.610
 38848.0     0.0 25792.0 12800.0               0.844   2.214   2.575   2.598
 38784.0     0.0 25792.0 12928.0               0.831   2.214   2.556   2.598
 38848.0     0.0 25856.0 12928.0               0.815   2.227   2.572   2.607
 38848.0     0.0 25856.0 12992.0               0.819   2.220   2.556   2.610
 38848.0     0.0 25856.0 12864.0               0.812   2.230   2.536   2.588
 38848.0     0.0 25856.0 12992.0               0.841   2.227   2.578   2.610
 38848.0     0.0 25920.0 12928.0               0.870   2.214   2.598   2.607
 38912.0     0.0 25920.0 12992.0               0.854   2.217   2.546   2.594
 38848.0     0.0 25920.0 12864.0               0.809   2.220   2.565   2.604
 38848.0     0.0 25920.0 12864.0               0.822   2.224   2.578   2.610
 38848.0     0.0 25856.0 12864.0               0.860   2.224   2.549   2.559
 38848.0     0.0 25856.0 12864.0               0.841   2.224   2.575   2.601
 38912.0     0.0 25856.0 12864.0               0.860   2.230   2.546   2.601
 38848.0     0.0 25856.0 12928.0               0.864   2.198   2.578   2.607
 38848.0     0.0 25856.0 12928.0               0.877   2.233   2.585   2.614
 38848.0     0.0 25792.0 12864.0               0.860   2.230   2.581   2.585
 38848.0     0.0 25792.0 12928.0               0.873   2.224   2.575   2.604
 38912.0     0.0 25856.0 12928.0               0.777   2.224   2.581   2.575
 38912.0     0.0 25856.0 13120.0               0.722   2.220   2.575   2.601
 38912.0     0.0 25856.0 13056.0               0.844   2.230   2.552   2.617
 38912.0     0.0 25792.0 13184.0               0.825   2.224   2.575   2.607
 38912.0     0.0 25856.0 13184.0               0.796   2.214   2.585   2.607
 38912.0     0.0 25856.0 13120.0               0.819   2.230   2.591   2.598
 38848.0     0.0 25920.0 13184.0               0.815   2.224   2.578   2.572
 38976.0     0.0 25920.0 13120.0               0.870   2.230   2.581   2.604
 38976.0     0.0 25920.0 12992.0               0.864   2.214   2.585   2.617
 39040.0     0.0 25856.0 12992.0               0.851   2.214   2.543   2.607
 38976.0     0.0 25856.0 12992.0               0.809   2.230   2.543   2.610
 38976.0     0.0 25856.0 12992.0               0.822   2.224   2.581   2.604
 38976.0     0.0 25920.0 12992.0               0.841   2.217   2.585   2.604
 39040.0     0.0 25920.0 12928.0               0.838   2.217   2.552   2.610
 38976.0     0.0 25856.0 12928.0               0.773   2.230   2.588   2.591
 39040.0     0.0 25920.0 12928.0               0.835   2.230   2.559   2.604
 39040.0     0.0 25920.0 13056.0               0.860   2.220   2.559   2.594
 39040.0     0.0 25920.0 12992.0               0.831   2.217   2.568   2.610
 39040.0     0.0 25984.0 12928.0               0.838   2.230   2.562   2.620
 39040.0     0.0 25984.0 12992.0               0.802   2.217   2.575   2.620
 39040.0     0.0 25920.0 12928.0               0.870   2.220   2.559   2.620
 39040.0     0.0 26048.0 12864.0               0.812   2.220   2.549   2.601
 39040.0     0.0 25984.0 12992.0               0.812   2.220   2.565   2.610
 39040.0     0.0 25984.0 12992.0               0.835   2.208   2.562   2.607
 39104.0     0.0 25984.0 12992.0               0.831   2.217   2.543   2.594
 39104.0     0.0 25984.0 12928.0               0.815   2.217   2.572   2.607
 39104.0     0.0 26048.0 12928.0               0.748   2.220   2.575   2.604
 39040.0     0.0 25920.0 12928.0               0.757   2.220   2.575   2.578
 39040.0     0.0 25984.0 12928.0               0.793   2.188   2.568   2.604
 39040.0     0.0 25984.0 12928.0               0.719   2.224   2.549   2.594
 39104.0     0.0 25984.0 12992.0               0.725   2.175   2.520   2.581
 39040.0     0.0 25984.0 12992.0               0.761   2.214   2.543   2.598
 39104.0     0.0 26048.0 12992.0               0.670   2.217   2.556   2.588
 39104.0     0.0 26048.0 13120.0               0.635   2.211   2.539   2.604
 39104.0     0.0 26048.0 13120.0               0.796   2.217   2.559   2.598
 39104.0     0.0 26048.0 13056.0               0.780   2.230   2.539   2.598
 39040.0     0.0 26048.0 13056.0               0.790   2.188   2.568   2.601
 39040.0     0.0 26112.0 13056.0               0.783   2.201   2.549   2.581
 39040.0     0.0 26048.0 13120.0               0.741   2.224   2.533   2.594
 39104.0     0.0 26112.0 13120.0               0.780   2.224   2.539   2.591
 39040.0     0.0 26048.0 12992.0               0.773   2.195   2.546   2.601
 39104.0     0.0 26048.0 12992.0               0.715   2.195   2.539   2.598
 39168.0     0.0 26048.0 12992.0               0.780   2.214   2.543   2.591
 39104.0     0.0 26048.0 13056.0               0.645   2.217   2.536   2.598
 39040.0     0.0 26048.0 13120.0               0.667   2.217   2.543   2.578
 39040.0     0.0 26048.0 13056.0               0.735   2.208   2.543   2.588
 39104.0     0.0 26048.0 13120.0               0.793   2.208   2.539   2.607
 39168.0     0.0 25984.0 13120.0               0.786   2.208   2.543   2.594
 39104.0     0.0 26048.0 13120.0               0.770   2.191   2.546   2.594
 39168.0     0.0 26048.0 13120.0               0.783   2.191   2.546   2.591
 39104.0     0.0 26112.0 13120.0               0.751   2.195   2.552   2.594
 39104.0     0.0 26112.0 13120.0               0.661   2.220   2.546   2.591
 39104.0     0.0 26112.0 12992.0               0.757   2.204   2.549   2.598
 39168.0     0.0 26176.0 13056.0               0.744   2.217   2.533   2.594
 39168.0     0.0 26176.0 13056.0               0.674   2.188   2.549   2.604
 39168.0     0.0 26176.0 13056.0               0.796   2.224   2.546   2.598
 39168.0     0.0 26176.0 12992.0               0.780   2.211   2.572   2.598
 39168.0     0.0 26176.0 13056.0               0.680   2.217   2.536   2.604
 39168.0     0.0 26176.0 13056.0               0.680   2.208   2.523   2.598
 39104.0     0.0 26240.0 13056.0               0.767   2.214   2.552   2.559
 39104.0     0.0 26240.0 13056.0               0.786   2.162   2.578   2.588
 39168.0     0.0 26240.0 13120.0               0.761   2.204   2.575   2.591
 39168.0     0.0 26240.0 12992.0               0.690   2.182   2.578   2.578
 39168.0     0.0 26240.0 13056.0               0.725   2.204   2.581   2.568
 39104.0     0.0 26176.0 12992.0               0.767   2.204   2.575   2.562
 39168.0     0.0 26176.0 12992.0               0.757   2.214   2.559   2.581
 39232.0     0.0 26176.0 12992.0               0.777   2.201   2.536   2.568
 39168.0     0.0 26176.0 12992.0               0.751   2.214   2.572   2.568
 39168.0     0.0 26240.0 12992.0               0.773   2.214   2.543   2.581
 39168.0     0.0 26048.0 12992.0               0.670   2.166   2.568   2.588
 39104.0     0.0 26112.0 12992.0               0.625   2.198   2.568   2.568
 39104.0     0.0 26176.0 13056.0               0.751   2.191   2.559   2.575
 39040.0     0.0 26368.0 13056.0               0.622   2.201   2.562   2.572
 39040.0     0.0 26304.0 13056.0               0.709   2.188   2.565   2.549
 39040.0     0.0 26368.0 13056.0               0.699   2.217   2.575   2.607
 38912.0     0.0 26368.0 13120.0               0.622   2.175   2.562   2.581
 38976.0     0.0 26368.0 13120.0               0.612   2.198   2.556   2.585
 39040.0     0.0 26368.0 13120.0               0.651   2.208   2.565   2.591
 38976.0     0.0 26304.0 13184.0               0.661   2.198   2.572   2.594
 39040.0     0.0 26240.0 13184.0               0.715   2.198   2.546   2.591
 38976.0     0.0 26304.0 13184.0               0.712   2.198   2.572   2.578
 38976.0     0.0 26368.0 13184.0               0.712   2.162   2.546   2.601
 38976.0     0.0 26368.0 13120.0               0.722   2.201   2.533   2.598
 38976.0     0.0 26432.0 13120.0               0.709   2.195   2.556   2.585
 38976.0     0.0 26560.0 13120.0               0.703   2.195   2.552   2.591
 38912.0     0.0 26368.0 13120.0               0.703   2.188   2.533   2.604
 38976.0     0.0 26432.0 13184.0               0.587   2.175   2.539   2.591
 38976.0     0.0 26432.0 13184.0               0.709   2.169   2.549   2.591
 38912.0     0.0 26496.0 13120.0               0.667   2.201   2.523   2.591
 38912.0     0.0 26496.0 13184.0               0.667   2.182   2.539   2.594
 38912.0     0.0 26560.0 13120.0               0.680   2.198   2.536   2.588
 38912.0     0.0 26496.0 13248.0               0.699   2.172   2.539   2.581
 38912.0     0.0 26560.0 13184.0               0.683   2.195   2.549   2.581
 38912.0     0.0 26496.0 13184.0               0.693   2.188   2.536   2.562
 38912.0     0.0 26496.0 13184.0               0.699   2.198   2.520   2.581
 38976.0     0.0 26496.0 13184.0               0.690   2.191   2.530   2.585
 38976.0     0.0 26496.0 13184.0               0.632   2.185   2.533   2.572
 38912.0     0.0 26432.0 13248.0               0.638   2.182   2.527   2.581
 38976.0     0.0 26496.0 13056.0               0.645   2.175   2.520   2.575
 38912.0     0.0 26496.0 13184.0               0.619   2.175   2.514   2.588
 38976.0     0.0 26496.0 13184.0               0.590   2.185   2.539   2.568
 39040.0     0.0 26560.0 13184.0               0.596   2.182   2.498   2.568
 38976.0     0.0 26560.0 13248.0               0.773   2.191   2.552   2.588
 38976.0     0.0 26624.0 13184.0               0.799   2.211   2.562   2.588
 38912.0     0.0 26624.0 13120.0               0.728   2.188   2.520   2.591
 38912.0     0.0 26496.0 13248.0               0.703   2.198   2.539   2.601
 38912.0     0.0 26560.0 13248.0               0.732   2.188   2.514   2.588
 38912.0     0.0 26496.0 13248.0               0.709   2.198   2.536   2.581
 38912.0     0.0 26496.0 13248.0               0.674   2.195   2.539   2.581
 38912.0     0.0 26560.0 13184.0               0.638   2.175   2.520   2.578
 38912.0     0.0 26560.0 13184.0               0.599   2.143   2.456   2.617
 38976.0     0.0 26560.0 13248.0               0.699   2.201   2.527   2.562
 38976.0     0.0 26560.0 13184.0               0.928   2.172   2.514   2.549
 38912.0     0.0 26624.0 13248.0               0.632   2.124   2.514   2.494
 38912.0     0.0 26560.0 13248.0               0.625   2.121   2.481   2.539
 38976.0     0.0 26560.0 13248.0               0.645   2.159   2.562   2.591
 38912.0     0.0 26624.0 13248.0               0.645   2.124   2.510   2.546
 38976.0     0.0 26560.0 13248.0               0.674   2.088   2.481   2.539
 38976.0     0.0 26752.0 13184.0               0.616   2.117   2.494   2.533
 38976.0     0.0 26496.0 13248.0               0.625   2.172   2.530   2.575
 38912.0     0.0 26496.0 13248.0               0.632   2.124   2.527   2.543
 38976.0     0.0 26560.0 13312.0               0.780   2.172   2.559   2.620
 38976.0     0.0 26560.0 13312.0               0.622   2.204   2.530   2.591
 38976.0     0.0 26560.0 13248.0               0.725   2.214   2.556   2.591
 39040.0     0.0 26496.0 13312.0               0.641   2.182   2.530   2.575
 39040.0     0.0 26560.0 13248.0               0.606   2.169   2.530   2.578
 39040.0     0.0 26432.0 13248.0               0.628   2.150   2.504   2.520
 39040.0     0.0 26496.0 13312.0               0.645   2.130   2.462   2.543
 39040.0     0.0 26432.0 13312.0               0.616   2.179   2.523   2.572
 39040.0     0.0 26496.0 13312.0               0.625   2.162   2.507   2.559
 39104.0     0.0 26496.0 13248.0               0.670   2.088   2.472   2.485
 39104.0     0.0 26496.0 13248.0               0.690   2.043   2.491   2.539
 39040.0     0.0 26496.0 13248.0               0.657   2.121   2.494   2.565
 39104.0     0.0 26496.0 13184.0               0.645   2.162   2.498   2.562
 39040.0     0.0 26624.0 13248.0               0.670   2.140   2.485   2.568
 39040.0     0.0 26688.0 13248.0               0.635   2.162   2.510   2.585
 39040.0     0.0 26624.0 13248.0               0.628   2.182   2.527   2.578
 39104.0     0.0 26752.0 13248.0               0.628   2.179   2.501   2.556
 39040.0     0.0 26688.0 13312.0               0.635   2.198   2.507   2.585
 39040.0     0.0 26752.0 13184.0               0.619   2.188   2.530   2.585
 39104.0     0.0 26752.0 13248.0               0.619   2.185   2.527   2.620
 39040.0     0.0 26816.0 13248.0               0.838   2.230   2.568   2.614
 39104.0     0.0 26688.0 13312.0               0.767   2.217   2.562   2.604
 39104.0     0.0 26688.0 13312.0               0.812   2.211   2.556   2.630
 39040.0     0.0 26688.0 13248.0               0.744   2.188   2.559   2.588
 39104.0     0.0 26688.0 13248.0               0.706   2.220   2.568   2.607
 39104.0     0.0 26688.0 13248.0               0.806   2.169   2.562   2.601
 39040.0     0.0 26752.0 13312.0               0.612   2.198   2.530   2.604
 39104.0     0.0 26688.0 13312.0               0.699   2.204   2.527   2.581
 39104.0     0.0 26752.0 13312.0               0.751   2.211   2.562   2.604
 39040.0     0.0 26752.0 13248.0               0.628   2.198   2.536   2.594
 39104.0     0.0 26816.0 13248.0               0.683   2.166   2.533   2.591
 39040.0     0.0 26752.0 13312.0               0.664   2.182   2.523   2.591
 39104.0     0.0 26816.0 13312.0               0.677   2.201   2.536   2.588
 39104.0     0.0 26752.0 13312.0               0.703   2.191   2.536   2.591
 39104.0     0.0 26816.0 13312.0               0.577   2.175   2.533   2.556
 39104.0     0.0 26752.0 13376.0               0.577   2.175   2.536   2.588
 39104.0     0.0 26816.0 13312.0               0.719   2.198   2.543   2.588
 39104.0     0.0 26624.0 13312.0               0.686   2.191   2.539   2.585
 39104.0     0.0 26560.0 13376.0               0.693   2.188   2.539   2.591
 39104.0     0.0 26560.0 13376.0               0.732   2.204   2.546   2.585
 39168.0     0.0 26496.0 13376.0               0.741   2.188   2.546   2.591
 39104.0     0.0 26560.0 13376.0               0.712   2.191   2.536   2.581
 39168.0     0.0 26624.0 13312.0               0.709   2.195   2.549   2.591
 39104.0     0.0 26624.0 13376.0               0.625   2.188   2.546   2.601
 39168.0     0.0 26688.0 13376.0               0.767   2.195   2.533   2.585
 39168.0     0.0 26624.0 13376.0               0.616   2.201   2.520   2.601
 39168.0     0.0 26688.0 13376.0               0.744   2.166   2.533   2.588
 39104.0     0.0 26752.0 13376.0               0.622   2.198   2.539   2.588
 39168.0     0.0 26752.0 13376.0               0.741   2.195   2.552   2.594
 39168.0     0.0 26688.0 13376.0               0.770   2.191   2.543   2.581
 39168.0     0.0 26688.0 13376.0               0.715   2.191   2.539   2.585
 39104.0     0.0 26688.0 13376.0               0.693   2.185   2.533   2.575
 39168.0     0.0 26688.0 13376.0               0.715   2.188   2.533   2.575
 39168.0     0.0 26752.0 13440.0               0.773   2.201   2.533   2.581
 39168.0     0.0 26752.0 13376.0               0.790   2.195   2.543   2.598
 39168.0     0.0 26816.0 13440.0               0.735   2.198   2.568   2.591
 39104.0     0.0 26752.0 13376.0               0.738   2.137   2.543   2.588
 39168.0     0.0 26816.0 13376.0               0.664   2.191   2.527   2.581
 39168.0     0.0 26816.0 13376.0               0.599   2.198   2.530   2.594
 39232.0     0.0 26816.0 13376.0               0.632   2.198   2.536   2.591
 39168.0     0.0 26752.0 13376.0               0.709   2.188   2.539   2.585
 39168.0     0.0 26816.0 13376.0               0.628   2.191   2.530   2.581
 39168.0     0.0 26816.0 13376.0               0.744   2.162   2.539   2.604
 39168.0     0.0 26816.0 13376.0               0.735   2.191   2.562   2.568
 39168.0     0.0 26816.0 13312.0               0.719   2.204   2.527   2.601
 39168.0     0.0 26752.0 13248.0               0.719   2.188   2.530   2.581
 39168.0     0.0 26816.0 13312.0               0.719   2.185   2.549   2.598
 39168.0     0.0 26816.0 13312.0               0.725   2.179   2.530   2.591
 39168.0     0.0 26880.0 13312.0               0.696   2.185   2.572   2.588
 39168.0     0.0 26816.0 13376.0               0.683   2.201   2.533   2.585
 39168.0     0.0 26880.0 13376.0               0.683   2.179   2.533   2.575
 39232.0     0.0 26880.0 13376.0               0.593   2.188   2.527   2.594
 39232.0     0.0 26880.0 13376.0               0.696   2.191   2.520   2.591
 39168.0     0.0 26880.0 13312.0               0.738   2.201   2.539   2.598
 39232.0     0.0 26880.0 13376.0               0.612   2.198   2.543   2.585
 39168.0     0.0 26880.0 13312.0               0.783   2.220   2.546   2.585
 39104.0     0.0 26880.0 13312.0               0.780   2.198   2.552   2.607
 39104.0     0.0 26880.0 13312.0               0.822   2.220   2.523   2.604
 39104.0     0.0 26816.0 13376.0               0.790   2.208   2.530   2.598
 39168.0     0.0 26816.0 13376.0               0.754   2.201   2.523   2.581
 39168.0     0.0 26880.0 13440.0               0.748   2.211   2.552   2.604
 39168.0     0.0 26816.0 13376.0               0.616   2.195   2.533   2.588
 39168.0     0.0 26880.0 13376.0               0.748   2.191   2.543   2.585
 39168.0     0.0 26880.0 13376.0               0.706   2.201   2.533   2.588
 39168.0     0.0 26880.0 13440.0               0.744   2.198   2.539   2.598
 39168.0     0.0 26880.0 13376.0               0.738   2.201   2.536   2.591
 39104.0     0.0 26880.0 13376.0               0.725   2.201   2.549   2.591
 39168.0     0.0 26880.0 13376.0               0.748   2.195   2.523   2.594
 39168.0     0.0 26816.0 13376.0               0.780   2.211   2.552   2.588
 39168.0     0.0 26944.0 13376.0               0.773   2.211   2.546   2.610
 39168.0     0.0 26880.0 13376.0               0.954   2.227   2.552   2.623
