 TopoDir BaixDir TopoEsq TopoDir             TrasDir TrasEsq FrenDir FrenEsq
 37056.0  2560.0 21440.0 21568.0               0.567   2.040   2.572   2.598
 37056.0  2560.0 21440.0 21568.0               0.970   2.117   2.646   2.681
 36992.0  2560.0 21376.0 21504.0               1.012   2.114   2.610   2.668
 37056.0  2560.0 21376.0 21568.0               0.941   2.124   2.617   2.630
 37056.0  2624.0 21376.0 21504.0               0.973   2.095   2.627   2.639
 37056.0  2560.0 21376.0 21504.0               0.967   2.092   2.604   2.617
 37056.0  2560.0 21376.0 21504.0               0.931   2.108   2.617   2.614
 37120.0  2560.0 21312.0 21504.0               0.848   2.111   2.620   2.652
 37120.0  2560.0 21248.0 21504.0               0.935   2.108   2.633   2.623
 37184.0  2624.0 21440.0 21504.0               0.918   2.124   2.620   2.652
 37120.0  2560.0 21376.0 21504.0               0.938   2.117   2.633   2.639
 37184.0  2560.0 21376.0 21504.0               0.912   2.111   2.627   2.614
 37056.0  2560.0 21312.0 21568.0               0.806   2.085   2.620   2.639
 37120.0  2560.0 21312.0 21568.0               0.944   2.121   2.614   2.614
 37184.0  2624.0 21376.0 21504.0               0.877   2.111   2.636   2.614
 37120.0  2560.0 21376.0 21504.0               0.960   2.072   2.636   2.643
 37184.0  2560.0 21376.0 21504.0               0.860   2.098   2.636   2.630
 37184.0  2560.0 21376.0 21568.0               0.877   2.117   2.630   2.643
 37120.0  2560.0 21376.0 21568.0               0.783   2.092   2.607   2.627
 37120.0  2560.0 21440.0 21632.0               0.947   2.088   2.617   2.610
 37120.0  2560.0 21376.0 21568.0               0.909   2.072   2.607   2.617
 37184.0  2624.0 21376.0 21504.0               0.954   2.108   2.594   2.627
 37120.0  2560.0 21376.0 21568.0               0.825   2.111   2.627   2.627
 37184.0  2560.0 21376.0 21568.0               0.938   2.088   2.630   2.646
 37184.0  2624.0 21312.0 21568.0               0.899   2.111   2.607   2.639
 37184.0  2560.0 21312.0 21568.0               0.893   2.117   2.581   2.636
 37120.0  2624.0 21248.0 21568.0               0.867   2.092   2.620   2.633
 37120.0  2560.0 21312.0 21568.0               0.877   2.098   2.594   2.630
 37120.0  2560.0 21312.0 21568.0               0.889   2.088   2.620   2.617
 37184.0  2560.0 21312.0 21568.0               0.928   2.101   2.591   2.610
 37184.0  2624.0 21376.0 21568.0               0.848   2.117   2.601   2.614
 37184.0  2560.0 21376.0 21568.0               0.922   2.082   2.620   2.639
 37184.0  2560.0 21376.0 21568.0               0.786   2.095   2.601   2.633
 37184.0  2560.0 21504.0 21568.0               0.947   2.101   2.620   2.649
 37248.0  2560.0 21504.0 21568.0               0.838   2.095   2.614   2.630
 37184.0  2624.0 21504.0 21632.0               0.935   2.092   2.598   2.633
 37248.0  2560.0 21504.0 21632.0               0.899   2.088   2.620   2.639
 37184.0  2624.0 21440.0 21632.0               0.935   2.092   2.639   2.643
 37184.0  2560.0 21504.0 21632.0               0.880   2.098   2.617   2.643
 37184.0  2560.0 21504.0 21632.0               0.822   2.063   2.610   2.646
 37184.0  2624.0 21504.0 21696.0               0.922   2.072   2.630   2.636
 37184.0  2624.0 21504.0 21696.0               0.944   2.114   2.620   2.627
 37184.0  2624.0 21440.0 21696.0               0.918   2.101   2.643   2.643
 37184.0  2624.0 21504.0 21696.0               0.799   2.114   2.630   2.652
 37248.0  2624.0 21504.0 21760.0               0.848   2.108   2.623   2.636
 37184.0  2624.0 21376.0 21696.0               0.877   2.098   2.607   2.643
 37184.0  2624.0 21440.0 21760.0               0.954   2.088   2.620   2.633
 37184.0  2624.0 21504.0 21632.0               0.909   2.079   2.630   2.630
 37184.0  2624.0 21376.0 21696.0               0.957   2.114   2.610   2.639
 37184.0  2624.0 21440.0 21696.0               0.947   2.104   2.614   2.652
 37184.0  2688.0 21376.0 21696.0               0.957   2.088   2.627   2.652
 37184.0  2688.0 21376.0 21696.0               0.951   2.088   2.630   2.639
 37184.0  2624.0 21376.0 21696.0               0.947   2.079   2.617   2.617
 37248.0  2624.0 21376.0 21696.0               0.954   2.111   2.601   2.636
 37248.0  2688.0 21376.0 21696.0               0.851   2.121   2.614   2.633
 37184.0  2624.0 21312.0 21760.0               0.957   2.101   2.633   2.646
 37248.0  2688.0 21312.0 21760.0               0.877   2.111   2.636   2.652
 37248.0  2688.0 21312.0 21696.0               0.886   2.104   2.614   2.646
 37184.0  2624.0 21376.0 21696.0               0.899   2.088   2.623   2.630
 37248.0  2688.0 21312.0 21696.0               0.935   2.082   2.630   2.623
 37248.0  2688.0 21312.0 21696.0               0.954   2.108   2.610   2.649
 37248.0  2624.0 21376.0 21696.0               0.844   2.104   2.630   2.639
 37312.0  2624.0 21376.0 21696.0               0.922   2.108   2.607   2.639
 37184.0  2688.0 21312.0 21696.0               0.864   2.108   2.623   2.646
 37184.0  2688.0 21440.0 21760.0               0.860   2.088   2.633   2.643
 37184.0  2688.0 21312.0 21760.0               0.915   2.092   2.633   2.610
 37184.0  2624.0 21312.0 21760.0               0.873   2.072   2.620   2.636
 37184.0  2624.0 21312.0 21760.0               0.902   2.095   2.614   2.643
 37120.0  2688.0 21184.0 21760.0               0.906   2.111   2.639   2.643
 37248.0  2624.0 21248.0 21760.0               0.925   2.104   2.633   2.643
 37184.0  2688.0 21248.0 21696.0               0.964   2.114   2.620   2.646
 37184.0  2688.0 21248.0 21760.0               0.886   2.101   2.636   2.643
 37184.0  2624.0 21248.0 21696.0               0.886   2.098   2.601   2.649
 37120.0  2688.0 21312.0 21696.0               0.851   2.108   2.607   2.607
 37120.0  2688.0 21312.0 21760.0               0.912   2.088   2.578   2.623
 37184.0  2688.0 21312.0 21760.0               0.909   2.114   2.601   2.630
 37184.0  2624.0 21312.0 21760.0               0.931   2.108   2.630   2.659
 37184.0  2688.0 21312.0 21696.0               0.957   2.108   2.614   2.639
 37184.0  2688.0 21248.0 21760.0               0.899   2.085   2.627   2.639
 37120.0  2688.0 21248.0 21760.0               0.870   2.085   2.620   2.646
 37120.0  2688.0 21248.0 21696.0               0.947   2.085   2.623   2.643
 37184.0  2688.0 21312.0 21760.0               0.851   2.075   2.614   2.649
 37184.0  2688.0 21248.0 21760.0               0.915   2.075   2.610   2.627
 37120.0  2688.0 21248.0 21760.0               0.925   2.104   2.633   2.627
 37120.0  2688.0 21248.0 21760.0               0.754   2.111   2.627   2.643
 37120.0  2688.0 21312.0 21760.0               0.941   2.101   2.630   2.639
 37120.0  2688.0 21248.0 21760.0               0.870   2.088   2.630   2.630
 37120.0  2624.0 21248.0 21824.0               0.902   2.114   2.633   2.649
 37056.0  2624.0 21248.0 21824.0               0.838   2.092   2.614   2.627
 37120.0  2624.0 21312.0 21824.0               0.947   2.072   2.627   2.630
 37120.0  2624.0 21248.0 21824.0               0.944   2.111   2.617   2.652
 37120.0  2624.0 21248.0 21824.0               0.925   2.108   2.630   2.630
 37120.0  2624.0 21248.0 21760.0               0.912   2.114   2.636   2.633
 37120.0  2624.0 21312.0 21760.0               0.928   2.092   2.630   2.646
 37120.0  2624.0 21312.0 21760.0               0.906   2.111   2.636   2.639
 37120.0  2624.0 21312.0 21824.0               0.902   2.092   2.588   2.643
 37184.0  2624.0 21312.0 21760.0               0.835   2.108   2.614   2.614
 37120.0  2624.0 21376.0 21824.0               0.935   2.082   2.627   2.627
 37184.0  2624.0 21312.0 21760.0               0.844   2.108   2.610   2.610
 37184.0  2624.0 21376.0 21760.0               0.912   2.101   2.627   2.646
 37184.0  2624.0 21312.0 21760.0               0.938   2.101   2.623   2.627
 37184.0  2624.0 21312.0 21696.0               0.928   2.101   2.633   2.636
 37120.0  2624.0 21376.0 21824.0               0.864   2.092   2.630   2.639
 37120.0  2624.0 21376.0 21824.0               0.738   2.095   2.630   2.620
 37184.0  2688.0 21440.0 21824.0               0.802   2.075   2.633   2.630
 37184.0  2624.0 21440.0 21760.0               0.870   2.108   2.604   2.639
 37120.0  2624.0 21440.0 21824.0               0.893   2.098   2.633   2.633
 37120.0  2624.0 21504.0 21888.0               0.893   2.111   2.623   2.649
 37120.0  2624.0 21440.0 21824.0               0.925   2.111   2.636   2.636
 37184.0  2624.0 21440.0 21888.0               0.883   2.111   2.636   2.623
 37184.0  2624.0 21504.0 21888.0               0.906   2.092   2.627   2.639
 37120.0  2624.0 21504.0 21888.0               0.925   2.072   2.627   2.627
 37056.0  2624.0 21440.0 21888.0               0.909   2.101   2.610   2.643
 37120.0  2688.0 21440.0 21952.0               0.886   2.111   2.627   2.610
 37056.0  2688.0 21440.0 21952.0               0.906   2.085   2.620   2.636
 37184.0  2688.0 21440.0 21952.0               0.909   2.092   2.620   2.643
 37120.0  2688.0 21440.0 21952.0               0.786   2.063   2.617   2.630
 37120.0  2688.0 21504.0 21952.0               0.896   2.079   2.627   2.643
 37120.0  2688.0 21440.0 22016.0               0.809   2.056   2.620   2.627
 37184.0  2624.0 21440.0 22016.0               0.925   2.101   2.617   2.627
 37120.0  2688.0 21440.0 22080.0               0.928   2.114   2.588   2.607
 37120.0  2624.0 21440.0 22016.0               0.854   2.072   2.633   2.649
 37120.0  2688.0 21504.0 22080.0               0.893   2.085   2.617   2.646
 37120.0  2688.0 21504.0 22080.0               0.825   2.111   2.633   2.639
 37184.0  2688.0 21376.0 22080.0               0.922   2.101   2.627   2.627
 37120.0  2688.0 21440.0 22080.0               0.844   2.075   2.591   2.623
 37120.0  2752.0 21440.0 22080.0               0.915   2.101   2.614   2.643
 37120.0  2752.0 21376.0 22080.0               0.886   2.095   2.601   2.614
 37120.0  2688.0 21440.0 22144.0               0.915   2.092   2.614   2.652
 37120.0  2752.0 21312.0 22080.0               0.938   2.075   2.620   2.643
 37056.0  2752.0 21440.0 22144.0               0.796   2.088   2.633   2.652
 37056.0  2688.0 21312.0 22080.0               0.825   2.088   2.620   2.630
 37184.0  2688.0 21376.0 22144.0               0.870   2.092   2.627   2.633
 37120.0  2688.0 21376.0 22144.0               0.873   2.069   2.623   2.630
 37056.0  2688.0 21376.0 22144.0               0.906   2.104   2.604   2.639
 37120.0  2688.0 21312.0 22080.0               0.928   2.095   2.620   2.623
 37120.0  2688.0 21376.0 22144.0               0.906   2.098   2.620   2.639
 37120.0  2688.0 21440.0 22144.0               0.757   2.111   2.627   2.636
 37184.0  2688.0 21440.0 22144.0               0.819   2.079   2.623   2.636
 37184.0  2752.0 21440.0 22208.0               0.880   2.075   2.617   2.643
 37120.0  2752.0 21440.0 22208.0               0.819   2.072   2.630   2.614
 37120.0  2752.0 21440.0 22208.0               0.915   2.092   2.614   2.646
 37184.0  2752.0 21440.0 22208.0               0.873   2.079   2.607   2.620
 37184.0  2752.0 21440.0 22208.0               0.860   2.095   2.617   2.639
 37184.0  2752.0 21440.0 22272.0               0.870   2.079   2.598   2.639
 37120.0  2752.0 21376.0 22208.0               0.764   2.095   2.617   2.639
 37184.0  2752.0 21440.0 22208.0               0.844   2.082   2.601   2.639
 37184.0  2752.0 21376.0 22208.0               0.670   2.075   2.594   2.594
 37184.0  2752.0 21376.0 22208.0               0.622   2.014   2.517   2.539
 37184.0  2816.0 21376.0 22272.0               0.577   2.001   2.517   2.543
 37248.0  2816.0 21376.0 22208.0               0.577   2.014   2.546   2.572
 37184.0  2816.0 21440.0 22272.0               0.931   2.104   2.627   2.649
 37184.0  2816.0 21376.0 22272.0               0.918   2.121   2.607   2.662
 37184.0  2816.0 21376.0 22272.0               0.899   2.075   2.591   2.636
 37184.0  2816.0 21376.0 22272.0               0.915   2.075   2.614   2.633
 37184.0  2816.0 21376.0 22272.0               0.967   2.111   2.639   2.639
 37248.0  2752.0 21312.0 22336.0               0.918   2.114   2.620   2.649
 37184.0  2752.0 21312.0 22272.0               0.896   2.114   2.617   2.639
 37184.0  2688.0 21376.0 22336.0               0.802   2.101   2.627   2.646
 37248.0  2752.0 21312.0 22272.0               0.906   2.092   2.604   2.643
 37184.0  2752.0 21312.0 22272.0               0.851   2.088   2.610   2.630
 37184.0  2752.0 21312.0 22272.0               0.889   2.104   2.591   2.633
 37248.0  2816.0 21376.0 22272.0               0.799   2.104   2.623   2.607
 37248.0  2816.0 21312.0 22272.0               0.873   2.098   2.620   2.639
 37248.0  2944.0 21376.0 22272.0               0.889   2.095   2.620   2.643
 37120.0  2816.0 21376.0 22400.0               0.799   2.108   2.620   2.633
 37184.0  2816.0 21312.0 22400.0               0.728   2.088   2.623   2.643
 37184.0  2816.0 21376.0 22464.0               0.815   2.088   2.604   2.627
 37248.0  2816.0 21376.0 22400.0               0.860   2.088   2.598   2.623
 37184.0  2880.0 21376.0 22464.0               0.864   2.088   2.620   2.623
 37184.0  2816.0 21376.0 22400.0               0.841   2.098   2.604   2.633
 37248.0  2816.0 21376.0 22400.0               0.854   2.082   2.623   2.639
 37248.0  2752.0 21440.0 22400.0               0.699   2.095   2.601   2.630
 37248.0  2816.0 21376.0 22400.0               0.790   2.082   2.607   2.627
 37184.0  2816.0 21376.0 22400.0               0.864   2.079   2.620   2.643
 37184.0  2816.0 21440.0 22400.0               0.812   2.085   2.610   2.614
 37120.0  2816.0 21376.0 22464.0               0.806   2.104   2.594   2.630
 37184.0  2880.0 21376.0 22400.0               0.831   2.082   2.607   2.610
 37248.0  2880.0 21440.0 22400.0               0.828   2.101   2.604   2.627
 37248.0  2880.0 21440.0 22464.0               0.815   2.072   2.591   2.610
 37120.0  2880.0 21568.0 22400.0               0.780   2.095   2.623   2.646
 37184.0  2944.0 21504.0 22400.0               0.793   2.085   2.578   2.636
 37184.0  2880.0 21568.0 22400.0               0.735   2.085   2.601   2.617
 37120.0  2944.0 21568.0 22400.0               0.815   2.085   2.607   2.620
 37184.0  3008.0 21568.0 22464.0               0.741   2.075   2.607   2.623
 37184.0  2944.0 21568.0 22464.0               0.799   2.104   2.607   2.643
 37184.0  2944.0 21632.0 22400.0               0.761   2.098   2.607   2.636
 37120.0  2944.0 21696.0 22400.0               0.715   2.056   2.610   2.633
 37120.0  2944.0 21632.0 22400.0               0.574   2.075   2.588   2.591
 37120.0  2944.0 21632.0 22400.0               0.577   2.014   2.517   2.572
 37056.0  2944.0 21632.0 22464.0               0.931   2.117   2.633   2.643
 37120.0  2944.0 21568.0 22400.0               1.002   2.111   2.636   2.646
 37056.0  2944.0 21632.0 22400.0               0.970   2.117   2.643   2.659
 37120.0  2944.0 21632.0 22464.0               0.899   2.108   2.639   2.643
 37056.0  2944.0 21632.0 22464.0               0.851   2.101   2.623   2.639
 37056.0  2944.0 21632.0 22464.0               0.812   2.072   2.588   2.633
 37184.0  2944.0 21632.0 22464.0               0.860   2.082   2.614   2.630
 37120.0  2944.0 21696.0 22400.0               0.857   2.101   2.585   2.636
 37120.0  2944.0 21760.0 22208.0               0.873   2.104   2.601   2.623
 37120.0  2944.0 21696.0 22208.0               0.764   2.075   2.594   2.630
 37120.0  2944.0 21696.0 22272.0               0.815   2.098   2.610   2.633
 37120.0  2944.0 21696.0 22336.0               0.790   2.095   2.614   2.633
 37120.0  2944.0 21696.0 22272.0               0.764   2.079   2.620   2.643
 37056.0  2944.0 21696.0 22208.0               0.735   2.075   2.581   2.627
 37120.0  2880.0 21760.0 22272.0               0.819   2.082   2.630   2.620
 37056.0  2880.0 21760.0 22208.0               0.860   2.088   2.588   2.639
 37056.0  2880.0 21696.0 22144.0               0.864   2.092   2.623   2.617
 36928.0  2880.0 21760.0 22080.0               0.809   2.098   2.607   2.646
 36992.0  2880.0 21632.0 22080.0               0.854   2.098   2.623   2.639
 36928.0  2944.0 21760.0 22144.0               0.748   2.095   2.617   2.636
 36928.0  3008.0 21760.0 22144.0               0.722   2.085   2.591   2.636
 36992.0  3072.0 21696.0 22208.0               0.757   2.095   2.598   2.607
 36992.0  3008.0 21824.0 22208.0               0.806   2.072   2.623   2.588
 36992.0  3008.0 21888.0 22208.0               0.896   2.104   2.591   2.639
 36992.0  2880.0 21824.0 22272.0               0.838   2.069   2.604   2.627
 36992.0  2880.0 21888.0 22208.0               0.786   2.075   2.607   2.620
 36992.0  2944.0 21824.0 22208.0               0.815   2.101   2.617   2.643
 36992.0  2880.0 21760.0 22208.0               0.748   2.069   2.610   2.630
 37056.0  2880.0 21824.0 22144.0               0.783   2.072   2.581   2.620
 37056.0  2880.0 21824.0 22208.0               0.670   2.088   2.604   2.614
 37056.0  2880.0 21824.0 22144.0               0.799   2.075   2.604   2.617
 37056.0  2880.0 21760.0 22272.0               0.831   2.088   2.604   2.601
 37056.0  2880.0 21824.0 22272.0               0.744   2.085   2.607   2.627
 37056.0  2816.0 21824.0 22272.0               0.754   2.088   2.598   2.614
 37056.0  2816.0 21888.0 22272.0               0.757   2.082   2.617   2.639
 37056.0  2880.0 21952.0 22336.0               0.754   2.069   2.620   2.636
 37056.0  2880.0 21824.0 22272.0               0.670   2.066   2.578   2.604
 37056.0  2944.0 21888.0 22272.0               0.609   2.011   2.546   2.559
 37056.0  2944.0 21952.0 22208.0               0.741   2.104   2.588   2.627
 37056.0  2944.0 21952.0 22208.0               0.831   2.101   2.620   2.639
 37120.0  3008.0 21888.0 22272.0               0.835   2.085   2.617   2.639
 37120.0  2944.0 21888.0 22208.0               0.854   2.098   2.623   2.652
 37056.0  2944.0 21888.0 22272.0               0.825   2.098   2.627   2.639
 37056.0  2880.0 21888.0 22208.0               0.815   2.069   2.617   2.633
 37056.0  2880.0 21888.0 22272.0               0.751   2.088   2.601   2.633
 37056.0  2880.0 21888.0 22272.0               0.822   2.098   2.588   2.607
 37120.0  2880.0 21888.0 22272.0               0.806   2.098   2.627   2.643
 37120.0  2880.0 21952.0 22208.0               0.802   2.108   2.614   2.643
 37056.0  2880.0 21952.0 22208.0               0.735   2.085   2.620   2.630
 37120.0  2880.0 21888.0 22208.0               0.857   2.082   2.594   2.633
 37120.0  2880.0 21888.0 22208.0               0.741   2.072   2.588   2.617
 37184.0  2880.0 21888.0 22272.0               0.902   2.111   2.614   2.633
 37184.0  2880.0 21888.0 22272.0               0.896   2.111   2.614   2.614
 37184.0  2880.0 21952.0 22272.0               0.906   2.092   2.620   2.643
 37184.0  2880.0 21888.0 22272.0               0.893   2.101   2.614   2.643
 37184.0  2880.0 21952.0 22272.0               0.806   2.098   2.627   2.639
 37184.0  2880.0 22016.0 22272.0               0.770   2.108   2.620   2.633
 37184.0  2880.0 21952.0 22272.0               0.802   2.101   2.591   2.610
 37184.0  2880.0 22016.0 22336.0               0.786   2.075   2.610   2.591
 37184.0  2880.0 22016.0 22272.0               0.799   2.082   2.591   2.623
 37184.0  2880.0 22016.0 22272.0               0.802   2.092   2.614   2.627
 37184.0  2880.0 22016.0 22272.0               0.793   2.088   2.604   2.623
 37248.0  2880.0 22016.0 22208.0               1.051   2.127   2.649   2.668
 37248.0  2880.0 21952.0 22208.0               0.877   2.108   2.646   2.659
 37184.0  2880.0 21952.0 22272.0               1.015   2.104   2.614   2.652
 37184.0  2880.0 21952.0 22272.0               0.896   2.108   2.620   2.646
 37248.0  2880.0 22016.0 22272.0               1.022   2.111   2.636   2.639
 37184.0  2880.0 22016.0 22208.0               1.002   2.108   2.610   2.649
 37248.0  2880.0 22016.0 22336.0               1.018   2.104   2.636   2.646
 37248.0  2880.0 22016.0 22272.0               0.909   2.085   2.607   2.656
 37184.0  2880.0 22016.0 22272.0               0.915   2.121   2.643   2.636
 37184.0  2880.0 21888.0 22272.0               0.854   2.092   2.636   2.646
 37248.0  2880.0 22016.0 22336.0               0.906   2.111   2.623   2.623
 37248.0  2880.0 21952.0 22272.0               0.938   2.095   2.633   2.623
 37248.0  2880.0 21952.0 22208.0               0.989   2.095   2.607   2.646
 37184.0  2880.0 21952.0 22144.0               0.867   2.079   2.630   2.623
 37184.0  2880.0 21952.0 22080.0               0.918   2.098   2.630   2.633
 37184.0  2880.0 21952.0 22080.0               0.976   2.114   2.614   2.652
 37248.0  2944.0 21952.0 22144.0               0.931   2.108   2.636   2.652
 37312.0  2944.0 21952.0 22208.0               0.931   2.088   2.610   2.649
 37184.0  2944.0 22016.0 22144.0               0.793   2.114   2.614   2.636
 37248.0  2880.0 22016.0 22208.0               0.957   2.085   2.604   2.607
 37248.0  2944.0 22016.0 22272.0               0.925   2.111   2.623   2.636
 37248.0  2944.0 21952.0 22336.0               0.964   2.104   2.620   2.646
 37248.0  2880.0 22016.0 22208.0               0.922   2.111   2.627   2.639
 37312.0  2880.0 22016.0 22208.0               0.980   2.098   2.643   2.639
 37248.0  2880.0 21952.0 22272.0               0.896   2.082   2.636   2.652
 37248.0  2880.0 22016.0 22272.0               0.941   2.088   2.627   2.649
 37248.0  2880.0 22016.0 22208.0               0.886   2.072   2.617   2.623
 37248.0  2880.0 22016.0 22208.0               0.922   2.085   2.604   2.646
 37312.0  2880.0 22016.0 22272.0               0.925   2.117   2.620   2.636
 37248.0  2880.0 22016.0 22336.0               0.954   2.114   2.627   2.643
 37312.0  2880.0 22016.0 22272.0               0.902   2.101   2.636   2.646
 37312.0  2880.0 22080.0 22336.0               0.893   2.127   2.630   2.643
 37312.0  2944.0 22016.0 22272.0               0.912   2.098   2.617   2.646
 37248.0  2944.0 22080.0 22272.0               0.880   2.101   2.610   2.627
 37184.0  2880.0 22144.0 22336.0               0.877   2.104   2.598   2.614
 37312.0  2944.0 22144.0 22272.0               0.909   2.111   2.630   2.627
 37248.0  2880.0 22144.0 22272.0               0.967   2.111   2.620   2.649
 37312.0  2944.0 22144.0 22208.0               0.938   2.121   2.623   2.646
 37312.0  2880.0 22080.0 22272.0               0.918   2.111   2.627   2.649
 37312.0  2880.0 22080.0 22272.0               0.825   2.098   2.623   2.649
 37312.0  2880.0 22144.0 22272.0               0.854   2.082   2.610   2.627
 37312.0  2880.0 22144.0 22208.0               0.941   2.085   2.623   2.627
 37248.0  2880.0 22144.0 22208.0               0.964   2.104   2.617   2.656
 37312.0  2880.0 22080.0 22208.0               0.938   2.101   2.633   2.636
 37248.0  2880.0 22080.0 22208.0               0.906   2.111   2.636   2.639
 37248.0  2880.0 22144.0 22208.0               0.896   2.098   2.627   2.633
 37248.0  2880.0 22080.0 22144.0               0.902   2.101   2.636   2.633
 37312.0  2880.0 22144.0 22080.0               0.893   2.069   2.617   2.643
 37312.0  2880.0 22080.0 22080.0               0.828   2.114   2.610   2.627
 37312.0  2880.0 22080.0 22080.0               0.960   2.075   2.617   2.627
 37312.0  2880.0 22080.0 22080.0               0.883   2.092   2.617   2.627
 37312.0  2880.0 22080.0 22080.0               0.899   2.088   2.601   2.614
 37312.0  2880.0 22080.0 22080.0               0.893   2.111   2.633   2.639
 37312.0  2880.0 22144.0 22144.0               0.928   2.101   2.630   2.639
 37248.0  2880.0 22080.0 22144.0               0.838   2.085   2.636   2.636
 37248.0  2880.0 22080.0 22208.0               0.944   2.098   2.607   2.630
 37376.0  2880.0 22080.0 22208.0               0.828   2.098   2.601   2.627
 37376.0  2880.0 22080.0 22208.0               0.947   2.082   2.623   2.636
 37248.0  2880.0 22080.0 22208.0               0.951   2.114   2.607   2.646
 37312.0  2880.0 22080.0 22208.0               0.851   2.079   2.617   2.636
 37248.0  2816.0 22144.0 22080.0               0.928   2.104   2.623   2.652
 37248.0  2880.0 22208.0 22144.0               0.957   2.101   2.633   2.623
 37248.0  2880.0 22144.0 22016.0               0.870   2.104   2.623   2.623
 37312.0  2816.0 22208.0 22016.0               0.889   2.075   2.607   2.639
 37312.0  2816.0 22144.0 22016.0               0.870   2.114   2.588   2.630
 37312.0  2752.0 22208.0 21952.0               0.989   2.098   2.614   2.610
 37312.0  2752.0 22144.0 21824.0               0.925   2.114   2.636   2.639
 37312.0  2752.0 22144.0 21824.0               0.873   2.108   2.620   2.652
 37312.0  2752.0 22144.0 21824.0               0.935   2.117   2.636   2.652
 37312.0  2752.0 22144.0 21824.0               0.928   2.095   2.610   2.646
 37376.0  2752.0 22144.0 21824.0               0.883   2.092   2.630   2.636
 37376.0  2752.0 22144.0 21824.0               0.941   2.088   2.604   2.646
 37312.0  2752.0 22144.0 21760.0               0.857   2.114   2.623   2.633
 37312.0  2752.0 22144.0 21760.0               0.915   2.104   2.617   2.633
 37312.0  2752.0 22144.0 21632.0               0.947   2.095   2.607   2.627
 37376.0  2752.0 22144.0 21696.0               0.912   2.095   2.604   2.630
 37184.0  2688.0 22144.0 21568.0               0.951   2.104   2.633   2.652
 37184.0  2688.0 22144.0 21632.0               0.909   2.101   2.630   2.659
 37248.0  2752.0 22144.0 21632.0               0.889   2.108   2.630   2.617
 37184.0  2688.0 22144.0 21632.0               0.906   2.085   2.620   2.639
 37312.0  2752.0 22080.0 21632.0               0.854   2.108   2.620   2.646
 37312.0  2688.0 22144.0 21696.0               0.906   2.082   2.601   2.639
 37248.0  2688.0 22080.0 21696.0               0.931   2.104   2.627   2.623
 37248.0  2688.0 22016.0 21632.0               0.751   2.101   2.623   2.639
 37312.0  2688.0 22016.0 21632.0               0.951   2.095   2.604   2.639
 37312.0  2688.0 21952.0 21696.0               0.925   2.124   2.636   2.649
 37312.0  2688.0 21952.0 21632.0               0.986   2.101   2.620   2.649
 37312.0  2688.0 21952.0 21696.0               0.902   2.117   2.607   2.633
 37376.0  2688.0 21888.0 21696.0               0.947   2.101   2.607   2.643
 37312.0  2688.0 21824.0 21696.0               0.928   2.101   2.623   2.610
 37312.0  2688.0 21824.0 21696.0               0.973   2.111   2.627   2.646
 37376.0  2688.0 21888.0 21696.0               0.960   2.111   2.620   2.636
 37312.0  2688.0 21888.0 21632.0               0.931   2.104   2.643   2.652
 37376.0  2688.0 21824.0 21696.0               0.896   2.098   2.620   2.652
 37440.0  2688.0 21824.0 21696.0               0.828   2.098   2.617   2.623
 37376.0  2688.0 21824.0 21632.0               0.928   2.098   2.620   2.646
 37312.0  2688.0 21824.0 21632.0               0.970   2.114   2.630   2.614
 37376.0  2688.0 21824.0 21632.0               0.986   2.117   2.633   2.656
 37376.0  2688.0 21824.0 21568.0               0.938   2.104   2.614   2.623
 37376.0  2688.0 21824.0 21568.0               0.886   2.121   2.627   2.643
 37376.0  2688.0 21888.0 21632.0               0.944   2.101   2.620   2.639
 37376.0  2624.0 21888.0 21568.0               0.815   2.101   2.601   2.636
 37376.0  2688.0 21824.0 21504.0               0.935   2.079   2.594   2.623
 37376.0  2688.0 21824.0 21568.0               0.938   2.117   2.633   2.630
 37312.0  2688.0 21824.0 21568.0               0.922   2.104   2.623   2.649
 37376.0  2688.0 21824.0 21568.0               0.899   2.121   2.633   2.639
 37376.0  2688.0 21760.0 21504.0               0.912   2.117   2.630   2.639
 37376.0  2688.0 21824.0 21504.0               0.873   2.092   2.636   2.636
 37440.0  2688.0 21824.0 21504.0               0.815   2.101   2.607   2.630
 37440.0  2688.0 21760.0 21568.0               0.918   2.088   2.633   2.620
 37376.0  2688.0 21824.0 21568.0               0.902   2.095   2.620   2.623
 37440.0  2688.0 21824.0 21504.0               0.912   2.111   2.630   2.630
 37440.0  2752.0 21824.0 21504.0               0.928   2.108   2.630   2.633
 37376.0  2688.0 21824.0 21568.0               0.944   2.111   2.633   2.652
 37440.0  2688.0 21824.0 21504.0               0.870   2.075   2.633   2.630
 37440.0  2688.0 21760.0 21504.0               0.857   2.101   2.607   2.643
 37440.0  2688.0 21824.0 21504.0               0.812   2.111   2.607   2.636
 37504.0  2688.0 21824.0 21504.0               0.922   2.114   2.601   2.636
 37376.0  2688.0 21824.0 21568.0               0.925   2.088   2.623   2.601
 37376.0  2688.0 21824.0 21504.0               0.973   2.104   2.630   2.639
 37440.0  2688.0 21824.0 21504.0               0.889   2.098   2.627   2.656
 37440.0  2688.0 21824.0 21440.0               0.896   2.114   2.607   2.636
 37440.0  2688.0 21824.0 21504.0               0.841   2.088   2.639   2.639
 37504.0  2752.0 21888.0 21440.0               0.841   2.075   2.604   2.630
 37504.0  2688.0 21888.0 21440.0               0.864   2.075   2.614   2.636
