 TopoDir BaixDir TopoEsq TopoDir             TrasDir TrasEsq FrenDir FrenEsq
 36416.0 27648.0 20480.0 33984.0               0.783   2.175   2.494   2.401
 36352.0 27648.0 20480.0 34048.0               0.796   2.166   2.491   2.417
 36416.0 27584.0 20608.0 33984.0               0.748   2.336   2.575   2.485
 36416.0 27648.0 20608.0 34048.0               0.719   2.440   2.623   2.514
 36416.0 27584.0 20608.0 34048.0               0.838   2.362   2.604   2.462
 36416.0 27648.0 20800.0 33984.0               0.683   2.343   2.565   2.475
 36416.0 27648.0 20736.0 34048.0               0.851   2.314   2.562   2.436
 36416.0 27648.0 20800.0 34048.0               0.657   2.278   2.614   2.465
 36416.0 27584.0 20800.0 33984.0               0.715   2.298   2.578   2.478
 36480.0 27648.0 20736.0 34048.0               0.703   2.262   2.546   2.462
 36416.0 27648.0 20800.0 34048.0               0.722   2.295   2.581   2.420
 36416.0 27712.0 20736.0 34048.0               0.709   2.320   2.662   2.478
 36480.0 27712.0 20864.0 34112.0               0.722   2.295   2.562   2.475
 36416.0 27712.0 20864.0 34048.0               0.670   2.340   2.614   2.517
 36416.0 27776.0 20736.0 34048.0               0.889   2.320   2.617   2.488
 36416.0 27712.0 20864.0 34048.0               1.063   2.314   2.617   2.488
 36480.0 27712.0 20864.0 34048.0               0.664   2.301   2.565   2.504
 36480.0 27776.0 20800.0 33984.0               0.783   2.353   2.598   2.478
 36480.0 27712.0 20864.0 34048.0               0.838   2.359   2.598   2.423
 36480.0 27712.0 20928.0 34048.0               0.744   2.166   2.472   2.317
 36480.0 27712.0 20864.0 34048.0               0.709   2.266   2.536   2.440
 36544.0 27712.0 20928.0 33984.0               0.693   2.275   2.533   2.443
 36480.0 27712.0 20928.0 34048.0               0.719   2.269   2.565   2.404
 36480.0 27712.0 20928.0 33984.0               0.686   2.307   2.620   2.456
 36544.0 27712.0 20864.0 34048.0               0.686   2.301   2.527   2.414
 36544.0 27712.0 20992.0 33984.0               0.683   2.320   2.588   2.462
 36544.0 27712.0 20992.0 34048.0               0.738   2.243   2.549   2.414
 36544.0 27712.0 20992.0 34048.0               0.732   2.243   2.549   2.430
 36544.0 27776.0 20928.0 33984.0               0.732   2.246   2.536   2.414
 36480.0 27776.0 20992.0 33920.0               0.712   2.233   2.523   2.430
 36480.0 27776.0 20992.0 33984.0               0.767   2.285   2.568   2.449
 36544.0 27776.0 20992.0 33920.0               0.712   2.298   2.556   2.485
 36544.0 27776.0 20992.0 33920.0               0.741   2.262   2.539   2.452
 36480.0 27776.0 20992.0 33920.0               0.751   2.237   2.504   2.407
 36544.0 27712.0 21056.0 33920.0               1.176   2.385   2.678   2.510
 36544.0 27776.0 21056.0 33984.0               0.954   2.362   2.607   2.491
 36544.0 27712.0 21056.0 33920.0               0.690   2.307   2.572   2.478
 36544.0 27776.0 21120.0 33920.0               0.667   2.301   2.581   2.507
 36544.0 27776.0 20992.0 33984.0               0.674   2.314   2.598   2.488
 36544.0 27776.0 21056.0 33920.0               0.664   2.324   2.649   2.523
 36608.0 27776.0 21056.0 33984.0               0.751   2.340   2.591   2.507
 36544.0 27776.0 21184.0 33984.0               1.267   2.452   2.697   2.588
 36544.0 27776.0 21120.0 33920.0               1.292   2.443   2.697   2.556
 36480.0 27840.0 21184.0 33984.0               0.931   2.372   2.627   2.514
 36480.0 27776.0 21248.0 34048.0               0.677   2.166   2.491   2.401
 36544.0 27776.0 21248.0 33984.0               0.738   2.166   2.498   2.581
 36544.0 27776.0 21248.0 33984.0               0.725   2.243   2.539   2.401
 36416.0 27904.0 21184.0 33984.0               0.712   2.240   2.539   2.436
 36416.0 27904.0 21184.0 33984.0               0.722   2.240   2.533   2.440
 36480.0 27840.0 21056.0 33920.0               0.712   2.217   2.514   2.423
 36480.0 27840.0 21056.0 33984.0               0.719   2.230   2.568   2.459
 36480.0 27840.0 21120.0 33984.0               1.289   2.398   2.659   2.533
 36544.0 27840.0 21056.0 33920.0               0.712   2.204   2.556   2.417
 36544.0 27840.0 21120.0 33920.0               0.732   2.230   2.523   2.449
 36544.0 27904.0 20992.0 33920.0               0.715   2.233   2.546   2.452
 36608.0 27840.0 21056.0 33984.0               0.686   2.275   2.543   2.433
 36544.0 27840.0 21120.0 33920.0               0.722   2.269   2.575   2.501
 36608.0 27776.0 20992.0 33920.0               0.680   2.353   2.630   2.430
 36544.0 27776.0 20992.0 33856.0               0.719   2.285   2.543   2.449
 36608.0 27776.0 20992.0 33920.0               0.712   2.266   2.604   2.475
 36608.0 27776.0 20992.0 33920.0               0.728   2.288   2.572   2.456
 36608.0 27840.0 21056.0 33856.0               0.706   2.256   2.568   2.433
 36608.0 27776.0 21056.0 33920.0               0.722   2.243   2.543   2.449
 36544.0 27776.0 21056.0 33920.0               0.725   2.269   2.536   2.456
 36544.0 27840.0 21056.0 33920.0               0.748   2.224   2.523   2.452
 36544.0 27712.0 21120.0 33920.0               0.735   2.288   2.517   2.440
 36608.0 27904.0 21120.0 33920.0               0.757   2.220   2.530   2.588
 36608.0 27904.0 21056.0 33920.0               0.725   2.278   2.517   2.446
 36544.0 27904.0 21056.0 33984.0               0.748   2.259   2.617   2.433
 36608.0 27904.0 21056.0 33920.0               0.773   2.278   2.543   2.414
 36608.0 27840.0 20992.0 33920.0               0.751   2.249   2.510   2.443
 36608.0 27840.0 21184.0 33984.0               0.719   2.198   2.543   2.520
 36608.0 27904.0 21184.0 33920.0               0.777   2.266   2.530   2.472
 36608.0 27904.0 21248.0 33984.0               0.703   2.304   2.585   2.491
 36608.0 27904.0 21184.0 33920.0               0.712   2.307   2.601   2.478
 36608.0 27904.0 21248.0 33920.0               0.693   2.346   2.614   2.530
 36608.0 27968.0 21248.0 33920.0               1.760   2.527   2.755   2.601
 36608.0 27968.0 21120.0 33920.0               1.450   2.475   2.723   2.568
 36608.0 27968.0 21120.0 33920.0               1.092   2.427   2.672   2.543
 36608.0 27840.0 21120.0 33920.0               1.515   2.469   2.681   2.514
 36544.0 27904.0 21120.0 33920.0               1.499   2.481   2.710   2.546
 36608.0 27904.0 21056.0 33920.0               0.815   2.359   2.649   2.507
 36608.0 27840.0 20992.0 33920.0               0.664   2.333   2.643   2.452
 36672.0 27840.0 20992.0 33920.0               1.015   2.388   2.623   2.507
 36608.0 27904.0 20992.0 33920.0               0.628   2.362   2.623   2.501
 36544.0 27904.0 20992.0 33984.0               0.619   2.333   2.675   2.527
 36544.0 27904.0 20992.0 34048.0               0.625   2.324   2.636   2.481
 36544.0 27904.0 21056.0 33920.0               0.819   2.333   2.662   2.510
 36608.0 27904.0 20992.0 33920.0               0.796   2.362   2.620   2.504
 36544.0 27904.0 21056.0 33856.0               0.670   2.320   2.675   2.565
 36544.0 27904.0 21056.0 33920.0               1.402   2.443   2.720   2.565
 36544.0 27840.0 21120.0 33920.0               1.279   2.430   2.701   2.559
 36416.0 27840.0 21056.0 33856.0               1.028   2.411   2.656   2.520
 36416.0 27776.0 21184.0 33920.0               0.622   2.156   2.533   2.404
 36480.0 27840.0 21120.0 33920.0               0.657   2.259   2.510   2.433
 36480.0 27840.0 21056.0 33920.0               0.657   2.278   2.559   2.443
 36544.0 27840.0 21184.0 33856.0               0.667   2.243   2.539   2.414
 36480.0 27840.0 21312.0 33920.0               0.667   2.301   2.527   2.459
 36416.0 27840.0 21248.0 33920.0               0.693   2.269   2.575   2.465
 36416.0 27840.0 21248.0 33984.0               0.693   2.288   2.575   2.446
 36416.0 27840.0 21184.0 33984.0               0.667   2.311   2.604   2.498
 36416.0 27840.0 21248.0 33984.0               0.667   2.291   2.498   2.394
 36416.0 27904.0 21184.0 33920.0               0.715   2.214   2.517   2.369
 36416.0 27840.0 21120.0 33920.0               0.696   2.266   2.565   2.436
 36416.0 27904.0 21120.0 33984.0               0.696   2.298   2.588   2.478
 36416.0 27904.0 21056.0 33984.0               0.686   2.288   2.565   2.465
 36416.0 27904.0 21120.0 33984.0               1.234   2.433   2.681   2.546
 36416.0 27840.0 21184.0 33984.0               0.680   2.243   2.456   2.401
 36416.0 27904.0 21184.0 33920.0               0.725   2.262   2.549   2.504
 36416.0 27904.0 21184.0 33856.0               0.690   2.285   2.591   2.462
 36352.0 27904.0 21184.0 33856.0               0.699   2.298   2.581   2.472
 36416.0 27904.0 21184.0 33856.0               1.386   2.472   2.707   2.572
 36480.0 27904.0 21120.0 33856.0               0.651   2.317   2.556   2.446
 36416.0 27904.0 21184.0 33856.0               0.748   2.166   2.485   2.394
 36480.0 27904.0 21248.0 33920.0               0.761   2.159   2.504   2.423
 36480.0 27904.0 21312.0 33920.0               0.761   2.185   2.539   2.433
 36480.0 27968.0 21440.0 33920.0               0.735   2.459   2.730   2.598
 36480.0 27904.0 21376.0 33920.0               0.809   2.082   2.433   2.356
 36416.0 27904.0 21376.0 33984.0               0.922   2.375   2.639   2.504
 36480.0 27968.0 21440.0 33984.0               0.703   2.266   2.601   2.459
 36416.0 27904.0 21312.0 34048.0               1.321   2.369   2.630   2.485
 36416.0 27904.0 21312.0 33984.0               0.674   2.301   2.504   2.414
 36416.0 27840.0 21248.0 34048.0               0.683   2.343   2.591   2.491
 36416.0 27840.0 21184.0 34048.0               0.744   2.346   2.643   2.446
 36480.0 27840.0 21120.0 34048.0               1.547   2.459   2.697   2.578
 36416.0 27840.0 21056.0 33984.0               0.696   2.227   2.517   2.430
 36416.0 27904.0 21056.0 34048.0               0.696   2.214   2.517   2.433
 36416.0 27840.0 21120.0 34048.0               0.693   2.256   2.520   2.449
 36480.0 27840.0 21056.0 34048.0               0.674   2.272   2.614   2.462
 36352.0 27904.0 21120.0 34112.0               0.674   2.272   2.575   2.491
 36416.0 27904.0 21056.0 34048.0               1.202   2.404   2.659   2.536
 36416.0 27968.0 20992.0 34048.0               0.651   2.301   2.581   2.462
 36480.0 27968.0 20928.0 34048.0               0.693   2.211   2.523   2.440
 36480.0 27968.0 20928.0 33984.0               0.732   2.204   2.514   2.427
 36480.0 27904.0 20864.0 33920.0               1.550   2.475   2.714   2.581
 36544.0 27904.0 20864.0 33920.0               1.192   2.427   2.736   2.620
 36480.0 27904.0 20928.0 33856.0               1.134   2.398   2.691   2.546
 36480.0 27904.0 20928.0 33856.0               0.645   2.324   2.627   2.459
 36544.0 27904.0 20864.0 33856.0               0.686   2.336   2.601   2.498
 36608.0 27904.0 20864.0 33920.0               0.680   2.240   2.591   2.440
 36544.0 27904.0 20736.0 33984.0               0.651   2.282   2.572   2.436
 36544.0 27904.0 20800.0 33984.0               0.657   2.275   2.546   2.456
 36544.0 27840.0 20864.0 33920.0               0.712   2.278   2.530   2.481
 36608.0 27904.0 20672.0 33984.0               0.670   2.298   2.568   2.469
 36608.0 27904.0 20672.0 33920.0               0.670   2.269   2.581   2.475
 36608.0 27968.0 20672.0 33984.0               0.683   2.304   2.594   2.472
 36544.0 27904.0 20672.0 33984.0               0.667   2.253   2.562   2.430
 36544.0 27904.0 20672.0 33984.0               0.670   2.311   2.581   2.475
 36544.0 27904.0 20672.0 33984.0               0.703   2.320   2.572   2.433
 36672.0 27904.0 20672.0 33984.0               0.712   2.246   2.552   2.459
 36608.0 27840.0 20672.0 33984.0               0.754   2.224   2.539   2.427
 36608.0 27904.0 20672.0 33984.0               0.712   2.230   2.507   2.456
 36608.0 27776.0 20672.0 33984.0               0.748   2.253   2.591   2.436
 36544.0 27840.0 20736.0 33984.0               0.770   2.246   2.507   2.398
 36608.0 27776.0 20736.0 33984.0               0.783   2.204   2.517   2.365
 36608.0 27840.0 20736.0 33984.0               0.799   2.259   2.559   2.433
 36544.0 27904.0 20736.0 34048.0               0.735   2.230   2.572   2.417
 36608.0 27904.0 20800.0 33984.0               0.719   2.320   2.617   2.462
 36544.0 27840.0 20736.0 34048.0               0.728   2.301   2.549   2.465
 36544.0 27904.0 20864.0 33984.0               0.712   2.282   2.565   2.430
 36544.0 27840.0 20800.0 33984.0               0.767   2.137   2.523   2.398
 36544.0 27840.0 20800.0 34048.0               0.796   2.278   2.514   2.375
 36544.0 27840.0 20736.0 34048.0               0.764   2.211   2.491   2.443
 36608.0 27776.0 20800.0 34048.0               0.812   2.137   2.527   2.452
 36608.0 27712.0 20800.0 33984.0               0.770   2.230   2.514   2.411
 36608.0 27776.0 20800.0 33984.0               0.799   2.191   2.485   2.375
 36544.0 27712.0 20800.0 33984.0               0.828   2.169   2.633   2.430
 36544.0 27712.0 20800.0 33920.0               0.773   2.237   2.536   2.414
 36608.0 27712.0 20736.0 33984.0               0.770   2.204   2.523   2.398
 36544.0 27712.0 20800.0 33920.0               0.828   2.175   2.498   2.362
 36544.0 27712.0 20800.0 33920.0               0.735   2.324   2.630   2.501
 36544.0 27712.0 20800.0 33920.0               0.893   2.359   2.646   2.533
 36544.0 27648.0 20800.0 33920.0               0.680   2.333   2.643   2.530
 36544.0 27776.0 20800.0 33856.0               0.680   2.314   2.623   2.446
 36544.0 27712.0 20800.0 33856.0               0.674   2.314   2.610   2.481
 36480.0 27776.0 20800.0 33856.0               0.677   2.307   2.601   2.475
 36544.0 27776.0 20800.0 33856.0               0.873   2.356   2.659   2.527
 36544.0 27712.0 20800.0 33856.0               0.657   2.298   2.568   2.414
 36544.0 27712.0 20800.0 33856.0               0.693   2.259   2.556   2.440
 36544.0 27776.0 20800.0 33920.0               0.938   2.394   2.665   2.527
 36544.0 27840.0 20800.0 33856.0               0.799   2.340   2.636   2.481
 36544.0 27840.0 20736.0 33856.0               0.664   2.262   2.562   2.494
 36480.0 27840.0 20736.0 33920.0               0.654   2.282   2.588   2.469
 36544.0 27840.0 20800.0 33856.0               1.147   2.398   2.668   2.372
 36544.0 27776.0 20800.0 33856.0               0.796   2.075   2.420   2.304
 36544.0 27776.0 20800.0 33920.0               0.828   2.014   2.353   2.359
 36480.0 27776.0 20800.0 33920.0               0.719   2.259   2.527   2.443
 36480.0 27776.0 20736.0 33856.0               0.751   2.275   2.527   2.420
 36544.0 27776.0 20864.0 33920.0               0.715   2.266   2.498   2.404
 36544.0 27840.0 20800.0 33856.0               0.712   2.259   2.530   2.427
 36544.0 27776.0 20800.0 33920.0               0.786   2.175   2.469   2.417
 36480.0 27776.0 20864.0 33856.0               0.815   2.185   2.620   2.475
 36480.0 27840.0 20864.0 33856.0               0.802   2.227   2.523   2.407
 36480.0 27776.0 20928.0 33856.0               0.935   2.340   2.514   2.417
 36480.0 27776.0 20928.0 33856.0               0.754   2.224   2.504   2.446
 36480.0 27776.0 20864.0 33856.0               0.796   2.237   2.501   2.440
 36544.0 27840.0 20928.0 33856.0               0.780   2.253   2.533   2.420
 36544.0 27840.0 20864.0 33856.0               0.786   2.214   2.510   2.433
 36608.0 27840.0 20928.0 33856.0               0.790   2.188   2.472   2.472
 36544.0 27840.0 20864.0 33856.0               0.809   2.191   2.472   2.291
 36544.0 27840.0 20928.0 33856.0               1.363   2.440   2.685   2.523
 36608.0 27840.0 20928.0 33856.0               0.773   2.243   2.527   2.411
 36544.0 27840.0 21056.0 33856.0               0.786   2.188   2.478   2.407
 36480.0 27904.0 21056.0 33856.0               0.744   2.224   2.581   2.478
 36608.0 27840.0 21056.0 33856.0               0.757   2.259   2.536   2.414
 36608.0 27776.0 21056.0 33856.0               0.764   2.217   2.417   2.333
 36672.0 27776.0 21056.0 33920.0               0.819   2.169   2.465   2.385
 36672.0 27776.0 21120.0 33856.0               0.819   2.172   2.446   2.417
 36672.0 27776.0 21248.0 33856.0               0.786   2.227   2.527   2.385
 36672.0 27776.0 21248.0 33856.0               0.793   2.182   2.514   2.398
 36736.0 27776.0 21376.0 33920.0               0.793   2.182   2.465   2.378
 36672.0 27840.0 21312.0 33856.0               0.828   2.198   2.536   2.465
 36736.0 27904.0 21632.0 33792.0               0.770   2.256   2.530   2.411
 36736.0 27840.0 21696.0 33792.0               0.786   2.224   2.530   2.404
 36736.0 27840.0 21760.0 33856.0               0.812   2.117   2.504   2.372
 36672.0 27904.0 21696.0 33792.0               0.806   2.159   2.465   2.378
 36672.0 27840.0 21760.0 33856.0               0.822   2.166   2.491   2.382
 36736.0 27968.0 21888.0 33920.0               0.812   2.137   2.449   2.391
 36736.0 27904.0 21824.0 33856.0               0.864   2.336   2.549   2.475
 36736.0 27904.0 21632.0 33920.0               1.824   2.530   2.788   2.681
 36736.0 27904.0 21632.0 33856.0               1.808   2.498   2.743   2.568
 36736.0 27840.0 21632.0 33856.0               1.592   2.475   2.736   2.607
 36736.0 27904.0 21632.0 33920.0               1.318   2.423   2.685   2.504
 36672.0 27840.0 21824.0 33792.0               0.683   2.188   2.565   2.430
 36736.0 27840.0 21888.0 33856.0               0.654   2.208   2.504   2.401
 36672.0 27840.0 21760.0 33728.0               0.889   2.314   2.652   2.517
 36800.0 27840.0 21824.0 33856.0               0.667   2.369   2.627   2.491
 36736.0 27840.0 21824.0 33792.0               0.725   2.320   2.643   2.536
 36736.0 27840.0 21888.0 33856.0               0.815   2.301   2.472   2.517
 36736.0 27840.0 21952.0 33856.0               0.680   2.295   2.623   2.469
 36800.0 27840.0 21952.0 33856.0               0.667   2.330   2.562   2.478
 36736.0 27840.0 21888.0 33856.0               0.674   2.285   2.607   2.411
 36864.0 27840.0 21888.0 33920.0               0.722   2.298   2.672   2.527
 36736.0 27904.0 21888.0 33856.0               0.651   2.340   2.652   2.375
 36800.0 27840.0 21888.0 33856.0               0.648   2.295   2.581   2.459
 36800.0 27904.0 21888.0 33856.0               0.661   2.340   2.614   2.469
 36736.0 27904.0 21888.0 33920.0               0.683   2.301   2.598   2.475
 36800.0 27904.0 21888.0 33920.0               0.645   2.285   2.617   2.485
 36736.0 27904.0 21824.0 33792.0               0.635   2.278   2.549   2.494
 36672.0 27904.0 21824.0 33856.0               0.670   2.291   2.607   2.469
 36736.0 27840.0 21824.0 33856.0               0.715   2.365   2.601   2.469
 36736.0 27904.0 21760.0 33920.0               0.664   2.269   2.565   2.552
 36736.0 27968.0 21824.0 33856.0               0.670   2.391   2.572   2.372
 36800.0 27904.0 21824.0 33856.0               0.728   2.385   2.588   2.514
 36800.0 27904.0 21888.0 33920.0               0.651   2.314   2.575   2.478
 36736.0 27904.0 21888.0 33856.0               0.690   2.317   2.556   2.452
 36736.0 27840.0 21888.0 33856.0               0.670   2.275   2.594   2.388
 36800.0 27904.0 21888.0 33920.0               0.686   2.240   2.598   2.472
