 TopoDir BaixDir TopoEsq TopoDir             TrasDir TrasEsq FrenDir FrenEsq
 32064.0 23040.0 19456.0 33600.0               0.777   2.272   2.591   2.452
 32128.0 22912.0 19392.0 33664.0               0.777   2.256   2.591   2.436
 31808.0 22720.0 19456.0 33664.0               0.757   2.246   2.581   2.459
 31936.0 22528.0 19456.0 33664.0               0.780   2.259   2.568   2.462
 32000.0 22400.0 19456.0 33728.0               0.780   2.256   2.556   2.475
 31808.0 22400.0 19456.0 33664.0               0.780   2.272   2.581   2.456
 31552.0 22208.0 19392.0 33664.0               0.748   2.249   2.585   2.507
 31616.0 22208.0 19456.0 33728.0               0.780   2.349   2.617   2.472
 31552.0 22336.0 19392.0 33664.0               0.773   2.320   2.643   2.585
 31616.0 22272.0 19392.0 33664.0               0.709   2.356   2.659   2.507
 31680.0 22400.0 19456.0 33600.0               0.744   2.282   2.610   2.485
 31296.0 22336.0 19392.0 33728.0               0.761   2.211   2.594   2.533
 31232.0 22464.0 19456.0 33664.0               0.741   2.298   2.523   2.465
 31360.0 22528.0 19456.0 33728.0               0.735   2.304   2.623   2.407
 31232.0 22464.0 19392.0 33600.0               0.719   2.382   2.656   2.559
 31232.0 22528.0 19456.0 33600.0               0.725   2.356   2.665   2.539
 31616.0 22336.0 19456.0 33600.0               0.738   2.298   2.581   2.510
 31552.0 22336.0 19520.0 33600.0               0.793   2.208   2.594   2.462
 31744.0 22400.0 19520.0 33728.0               0.744   2.295   2.607   2.501
 31808.0 22336.0 19520.0 33664.0               0.744   2.282   2.643   2.510
 32000.0 22336.0 19456.0 33664.0               0.744   2.256   2.604   2.485
 32064.0 22400.0 19456.0 33600.0               0.741   2.291   2.585   2.465
 32128.0 22400.0 19456.0 33664.0               0.754   2.256   2.581   2.462
 32000.0 22400.0 19584.0 33600.0               0.754   2.272   2.591   2.456
 31936.0 22528.0 19520.0 33664.0               0.735   2.291   2.633   2.510
 31872.0 22464.0 19456.0 33664.0               0.696   2.356   2.643   2.494
 31808.0 22528.0 19520.0 33728.0               0.715   2.317   2.636   2.517
 31872.0 22528.0 19712.0 33728.0               0.722   2.272   2.633   2.527
 31872.0 22528.0 19776.0 33664.0               0.722   2.353   2.649   2.533
 31744.0 22464.0 19776.0 33664.0               0.683   2.353   2.662   2.536
 31744.0 22592.0 19776.0 33728.0               0.693   2.324   2.649   2.523
 31744.0 22592.0 19712.0 33728.0               0.696   2.311   2.649   2.520
 31680.0 22656.0 19584.0 33792.0               0.670   2.346   2.659   2.517
 31680.0 22720.0 19584.0 33792.0               0.683   2.343   2.665   2.510
 31872.0 22720.0 19520.0 33792.0               0.693   2.320   2.620   2.507
 31808.0 22784.0 19520.0 33792.0               0.728   2.256   2.562   2.459
 31872.0 22720.0 19520.0 33728.0               0.741   2.259   2.556   2.465
 31936.0 22720.0 19584.0 33664.0               0.722   2.314   2.620   2.488
 32000.0 22720.0 19584.0 33600.0               0.748   2.314   2.607   2.494
 32000.0 22784.0 19712.0 33600.0               0.709   2.298   2.630   2.462
 32064.0 22720.0 19840.0 33536.0               0.722   2.311   2.630   2.510
 32000.0 22720.0 19776.0 33536.0               0.719   2.253   2.568   2.485
 32064.0 22784.0 19840.0 33472.0               0.741   2.285   2.620   2.472
 32064.0 22784.0 19776.0 33472.0               0.738   2.295   2.581   2.469
 32128.0 22720.0 19776.0 33536.0               0.725   2.266   2.601   2.436
 32128.0 22720.0 19840.0 33536.0               0.735   2.298   2.591   2.494
 32128.0 22720.0 19840.0 33664.0               0.732   2.330   2.617   2.517
 32064.0 22592.0 19840.0 33600.0               0.754   2.272   2.568   2.443
 32064.0 22592.0 19904.0 33600.0               0.757   2.256   2.607   2.469
 32064.0 22592.0 19904.0 33600.0               0.767   2.301   2.617   2.481
 32128.0 22592.0 19904.0 33600.0               0.783   2.259   2.610   2.481
 32192.0 22720.0 19904.0 33664.0               0.767   2.272   2.591   2.481
 32192.0 22656.0 19904.0 33600.0               0.699   2.317   2.672   2.543
 32192.0 22720.0 19840.0 33664.0               0.728   2.282   2.633   2.491
 32256.0 22656.0 19776.0 33664.0               0.748   2.282   2.581   2.491
 32256.0 22720.0 19776.0 33728.0               0.770   2.227   2.543   2.411
 32320.0 22720.0 19840.0 33728.0               0.780   2.253   2.533   2.430
 32256.0 22720.0 19840.0 33728.0               0.783   2.269   2.568   2.475
 32320.0 22720.0 19840.0 33664.0               0.777   2.266   2.562   2.417
 32384.0 22656.0 19840.0 33728.0               0.748   2.324   2.614   2.478
 32448.0 22720.0 19840.0 33728.0               0.786   2.266   2.588   2.452
 32384.0 22720.0 19840.0 33664.0               0.828   2.249   2.581   2.523
 32384.0 22720.0 19904.0 33664.0               0.767   2.288   2.588   2.481
 32384.0 22656.0 19840.0 33600.0               0.767   2.266   2.617   2.491
 32384.0 22720.0 19904.0 33536.0               0.744   2.282   2.617   2.498
 32448.0 22656.0 19904.0 33536.0               0.767   2.314   2.601   2.494
 32448.0 22656.0 19840.0 33536.0               0.748   2.295   2.585   2.475
 32448.0 22656.0 19776.0 33600.0               0.754   2.262   2.598   2.481
 32384.0 22656.0 19648.0 33600.0               0.757   2.272   2.643   2.494
 32320.0 22656.0 19712.0 33536.0               0.780   2.266   2.552   2.456
 32320.0 22656.0 19776.0 33536.0               0.786   2.269   2.559   2.440
 32384.0 22592.0 19776.0 33600.0               0.780   2.246   2.594   2.510
 32384.0 22592.0 19776.0 33600.0               0.796   2.269   2.610   2.498
 32384.0 22592.0 19840.0 33600.0               0.735   2.317   2.604   2.472
 32384.0 22592.0 19776.0 33600.0               0.780   2.298   2.581   2.475
 32384.0 22592.0 19712.0 33536.0               0.761   2.285   2.565   2.443
 32448.0 22592.0 19712.0 33536.0               0.777   2.278   2.578   2.504
 32448.0 22592.0 19776.0 33536.0               0.738   2.266   2.543   2.423
 32384.0 22592.0 19648.0 33600.0               0.754   2.291   2.601   2.504
 32320.0 22592.0 19520.0 33664.0               0.728   2.298   2.633   2.498
 32256.0 22592.0 19456.0 33600.0               0.728   2.324   2.614   2.514
 32256.0 22528.0 19456.0 33600.0               0.732   2.353   2.652   2.488
 32256.0 22592.0 19456.0 33664.0               0.728   2.330   2.604   2.498
 32256.0 22592.0 19328.0 33600.0               0.741   2.295   2.623   2.504
 32256.0 22528.0 19264.0 33664.0               0.722   2.340   2.646   2.507
 32256.0 22592.0 19392.0 33600.0               0.728   2.327   2.643   2.498
 32192.0 22592.0 19200.0 33600.0               0.728   2.278   2.623   2.488
 32256.0 22592.0 19264.0 33664.0               0.741   2.249   2.610   2.481
 32192.0 22592.0 19264.0 33600.0               0.744   2.256   2.572   2.472
 32256.0 22656.0 19392.0 33600.0               0.748   2.272   2.627   2.481
 32192.0 22656.0 19456.0 33600.0               0.761   2.285   2.588   2.494
 32192.0 22656.0 19584.0 33664.0               0.751   2.288   2.607   2.475
 32128.0 22720.0 19520.0 33664.0               0.767   2.278   2.588   2.475
 32064.0 22720.0 19392.0 33600.0               0.748   2.288   2.581   2.465
 32064.0 22656.0 19328.0 33664.0               0.767   2.278   2.588   2.427
 32128.0 22656.0 19392.0 33664.0               0.777   2.246   2.585   2.456
 32128.0 22720.0 19328.0 33600.0               0.809   2.198   2.546   2.462
 32192.0 22656.0 19264.0 33600.0               0.796   2.269   2.565   2.478
 32192.0 22656.0 19264.0 33664.0               0.802   2.227   2.572   2.459
 32192.0 22656.0 19200.0 33600.0               0.748   2.340   2.601   2.514
 32192.0 22592.0 19072.0 33536.0               0.780   2.340   2.656   2.530
 32192.0 22592.0 19008.0 33664.0               0.719   2.349   2.620   2.485
 32192.0 22656.0 19136.0 33664.0               0.728   2.349   2.652   2.504
 32192.0 22656.0 19200.0 33664.0               0.738   2.317   2.627   2.517
 32192.0 22720.0 19072.0 33600.0               0.696   2.340   2.659   2.501
 32192.0 22720.0 19008.0 33600.0               0.738   2.314   2.639   2.504
 32256.0 22784.0 19008.0 33664.0               0.722   2.307   2.617   2.469
 32192.0 22720.0 18880.0 33728.0               0.722   2.307   2.623   2.517
 32192.0 22720.0 18880.0 33600.0               0.722   2.275   2.585   2.507
 32192.0 22720.0 18880.0 33664.0               0.738   2.262   2.610   2.485
 32192.0 22720.0 19008.0 33664.0               0.719   2.307   2.607   2.469
 32064.0 22720.0 18880.0 33600.0               0.725   2.295   2.588   2.494
 32128.0 22784.0 19008.0 33600.0               0.715   2.314   2.633   2.478
 32064.0 22784.0 19008.0 33664.0               0.722   2.314   2.620   2.501
 32064.0 22720.0 19072.0 33664.0               0.732   2.278   2.614   2.475
 32064.0 22784.0 19264.0 33664.0               0.735   2.298   2.623   2.481
 32064.0 22848.0 19264.0 33664.0               0.741   2.285   2.588   2.475
 32064.0 22848.0 19008.0 33664.0               0.735   2.275   2.607   2.472
 32064.0 22784.0 19008.0 33664.0               0.748   2.256   2.578   2.491
 32064.0 22784.0 19136.0 33664.0               0.761   2.208   2.562   2.475
 32064.0 22720.0 19200.0 33664.0               0.783   2.227   2.601   2.485
 32064.0 22848.0 19072.0 33664.0               0.783   2.256   2.617   2.478
 32064.0 22784.0 19008.0 33664.0               0.732   2.324   2.607   2.469
 32000.0 22848.0 19008.0 33728.0               0.748   2.285   2.604   2.485
 32064.0 22848.0 19136.0 33664.0               0.741   2.304   2.594   2.485
 32000.0 22848.0 19200.0 33728.0               0.764   2.295   2.604   2.469
 32000.0 22848.0 19136.0 33664.0               0.802   2.233   2.552   2.436
 31872.0 22912.0 19072.0 33664.0               0.786   2.233   2.530   2.475
 32000.0 22912.0 19008.0 33664.0               0.757   2.227   2.504   2.404
 32000.0 22848.0 19008.0 33664.0               0.815   2.301   2.607   2.507
 32128.0 22784.0 18880.0 33664.0               0.725   2.295   2.610   2.523
 32064.0 22848.0 19072.0 33664.0               0.728   2.336   2.627   2.465
 32064.0 22848.0 19200.0 33664.0               0.709   2.330   2.639   2.498
 32064.0 22848.0 19200.0 33664.0               0.706   2.353   2.652   2.523
 32000.0 22848.0 19200.0 33664.0               0.715   2.320   2.630   2.491
 32000.0 22848.0 19136.0 33664.0               0.738   2.266   2.614   2.501
 32064.0 22784.0 19200.0 33728.0               0.738   2.291   2.604   2.481
 32128.0 22720.0 19200.0 33728.0               0.712   2.324   2.643   2.510
 32192.0 22784.0 19200.0 33664.0               0.709   2.327   2.620   2.504
 32128.0 22784.0 18944.0 33664.0               0.712   2.314   2.633   2.514
 32064.0 22720.0 18688.0 33728.0               0.719   2.275   2.604   2.488
 32128.0 22784.0 18752.0 33728.0               0.735   2.272   2.594   2.491
 32064.0 22784.0 18688.0 33728.0               0.754   2.237   2.543   2.446
 32064.0 22784.0 18688.0 33792.0               0.725   2.298   2.588   2.436
 32192.0 22784.0 18688.0 33792.0               0.838   2.159   2.520   2.443
 32128.0 22784.0 18880.0 33728.0               0.802   2.227   2.559   2.459
 32128.0 22720.0 18816.0 33728.0               0.790   2.269   2.598   2.449
 32128.0 22720.0 18880.0 33792.0               0.770   2.272   2.601   2.469
 32064.0 22784.0 18816.0 33728.0               0.754   2.304   2.620   2.517
 32064.0 22720.0 18880.0 33792.0               0.741   2.298   2.623   2.501
 32128.0 22720.0 18944.0 33728.0               0.706   2.346   2.656   2.546
 32128.0 22720.0 19008.0 33728.0               0.693   2.353   2.636   2.533
 32192.0 22720.0 18944.0 33728.0               0.722   2.327   2.697   2.572
 32192.0 22720.0 19072.0 33728.0               0.815   2.391   2.649   2.530
 32064.0 22720.0 19200.0 33664.0               0.677   2.359   2.688   2.530
 32064.0 22784.0 19200.0 33728.0               0.703   2.298   2.627   2.459
 32000.0 22592.0 19072.0 33728.0               0.693   2.317   2.610   2.469
 32128.0 22592.0 19200.0 33792.0               2.011   2.578   2.833   2.691
 32128.0 22656.0 19200.0 33728.0               1.834   2.562   2.817   2.659
 32064.0 22656.0 19136.0 33728.0               1.640   2.523   2.781   2.639
 32128.0 22720.0 19072.0 33792.0               1.540   2.485   2.768   2.610
 32128.0 22848.0 19008.0 33792.0               1.341   2.459   2.759   2.598
 32128.0 22784.0 18944.0 33728.0               1.299   2.433   2.749   2.568
 32000.0 22784.0 19008.0 33856.0               1.289   2.469   2.736   2.572
 31936.0 22720.0 19008.0 33920.0               1.212   2.449   2.749   2.562
 31936.0 22720.0 18816.0 33792.0               1.192   2.446   2.739   2.575
 31936.0 22592.0 18752.0 33792.0               1.122   2.436   2.720   2.578
 31936.0 22592.0 18880.0 33792.0               1.057   2.414   2.707   2.552
 31872.0 22528.0 18752.0 33792.0               1.038   2.407   2.704   2.549
 31936.0 22592.0 18624.0 33792.0               0.960   2.398   2.710   2.539
 31872.0 22400.0 18688.0 33856.0               0.877   2.388   2.672   2.549
 31872.0 22272.0 18688.0 33792.0               0.831   2.372   2.672   2.520
 31936.0 22144.0 18752.0 33856.0               0.722   2.330   2.639   2.488
 31936.0 22080.0 18816.0 33792.0               0.732   2.185   2.504   2.340
 31936.0 21952.0 18880.0 33792.0               0.706   2.230   2.581   2.443
 31744.0 22080.0 18944.0 33792.0               0.732   2.220   2.604   2.423
 31808.0 21952.0 19072.0 33792.0               0.715   2.182   2.546   2.433
 31808.0 22144.0 19008.0 33792.0               0.761   2.256   2.581   2.417
 31872.0 22016.0 19136.0 33792.0               0.748   2.227   2.568   2.436
 31936.0 21952.0 19200.0 33792.0               0.744   2.217   2.556   2.436
 31936.0 22080.0 19072.0 33792.0               0.838   2.198   2.591   2.472
 31936.0 22080.0 19136.0 33792.0               0.744   2.272   2.572   2.446
 31936.0 22208.0 19008.0 33792.0               0.761   2.259   2.568   2.449
 31936.0 22336.0 19008.0 33856.0               0.780   2.217   2.585   2.440
 31936.0 22336.0 18880.0 33792.0               0.767   2.220   2.556   2.462
 32000.0 22336.0 18944.0 33792.0               0.754   2.272   2.639   2.491
