 TopoDir BaixDir TopoEsq TopoDir             TrasDir TrasEsq FrenDir FrenEsq
 31872.0 21056.0 19264.0 33664.0               1.850   2.562   2.784   2.691
 31872.0 21056.0 19200.0 33728.0               1.621   2.494   2.733   2.639
 31808.0 21056.0 19200.0 33664.0               1.392   2.472   2.697   2.598
 31872.0 21120.0 19072.0 33728.0               1.141   2.436   2.649   2.523
 31808.0 21120.0 19200.0 33792.0               0.628   2.388   2.610   2.517
 31808.0 21184.0 19200.0 33792.0               0.799   2.385   2.630   2.539
 31680.0 21120.0 18944.0 33856.0               1.466   2.501   2.720   2.620
 31680.0 21120.0 19008.0 33856.0               1.289   2.459   2.701   2.575
 31808.0 21120.0 18880.0 33856.0               0.951   2.430   2.652   2.527
 31808.0 21184.0 18816.0 33856.0               0.735   2.385   2.636   2.546
 31872.0 21184.0 18816.0 33856.0               0.918   2.401   2.639   2.556
 31872.0 21056.0 18816.0 33792.0               0.864   2.394   2.623   2.507
 31808.0 21056.0 18880.0 33792.0               0.838   2.330   2.610   2.504
 31872.0 21120.0 18880.0 33856.0               0.735   2.208   2.452   2.536
 31936.0 21056.0 18880.0 33792.0               0.641   2.320   2.610   2.520
 31872.0 21120.0 18752.0 33856.0               0.870   2.404   2.636   2.530
 31872.0 21056.0 18880.0 33792.0               1.115   2.427   2.672   2.617
 31872.0 21056.0 18880.0 33792.0               1.170   2.440   2.688   2.591
 31936.0 21056.0 18944.0 33920.0               1.109   2.446   2.694   2.578
 31936.0 21056.0 19008.0 33856.0               1.102   2.443   2.678   2.575
 31936.0 21120.0 18944.0 33856.0               1.044   2.417   2.662   2.562
 31936.0 21184.0 18816.0 33920.0               0.993   2.430   2.656   2.552
 32000.0 21248.0 18752.0 33856.0               1.022   2.388   2.656   2.539
 32000.0 21184.0 18752.0 33792.0               0.944   2.394   2.627   2.527
 31936.0 21184.0 18880.0 33792.0               0.880   2.378   2.633   2.520
 32000.0 21120.0 18944.0 33792.0               0.638   2.307   2.556   2.465
 31936.0 21184.0 19008.0 33856.0               0.661   2.298   2.565   2.475
 31936.0 21184.0 18944.0 33792.0               0.690   2.243   2.527   2.452
 31936.0 21120.0 19136.0 33856.0               0.699   2.256   2.581   2.456
 31936.0 21184.0 19072.0 33856.0               0.661   2.330   2.546   2.581
 31936.0 21184.0 19008.0 33792.0               0.957   2.382   2.562   2.498
 31872.0 21248.0 18752.0 33920.0               0.712   2.314   2.543   2.462
 31936.0 21184.0 18816.0 33856.0               0.954   2.394   2.623   2.423
 31936.0 21312.0 18944.0 33856.0               0.735   2.278   2.562   2.485
 31808.0 21248.0 19008.0 33920.0               0.699   2.272   2.575   2.501
 31936.0 21248.0 19008.0 33984.0               0.748   2.304   2.552   2.514
 31872.0 21248.0 19008.0 33920.0               0.696   2.288   2.581   2.485
 31872.0 21248.0 19072.0 33920.0               0.683   2.278   2.581   2.527
 31936.0 21312.0 19072.0 33856.0               0.674   2.340   2.591   2.498
 31936.0 21312.0 19136.0 33792.0               0.670   2.266   2.533   2.498
 31936.0 21312.0 19200.0 33856.0               1.002   2.362   2.617   2.510
 31872.0 21312.0 19136.0 33856.0               0.715   2.304   2.559   2.469
 31936.0 21312.0 19136.0 33792.0               0.722   2.269   2.520   2.446
 31872.0 21312.0 19136.0 33856.0               0.841   2.333   2.556   2.459
 31808.0 21312.0 19200.0 33728.0               0.680   2.269   2.581   2.510
 31808.0 21248.0 19200.0 33728.0               0.690   2.311   2.230   2.481
 31808.0 21376.0 19264.0 33792.0               0.754   2.230   2.485   2.778
 31808.0 21376.0 19200.0 33792.0               2.166   2.630   2.813   2.697
 31808.0 21312.0 19200.0 33792.0               1.979   2.543   2.755   2.639
 31872.0 21376.0 19264.0 33792.0               1.956   2.523   2.794   2.643
 31872.0 21440.0 19264.0 33792.0               1.737   2.523   2.739   2.652
 31872.0 21440.0 19328.0 33792.0               1.631   2.517   2.736   2.568
 31808.0 21376.0 19328.0 33792.0               1.589   2.504   2.733   2.585
 31872.0 21312.0 19328.0 33792.0               1.508   2.488   2.720   2.575
 31872.0 21376.0 19328.0 33728.0               1.218   2.478   2.720   2.604
 31808.0 21376.0 19392.0 33664.0               1.025   2.423   2.668   2.585
 31808.0 21376.0 19392.0 33664.0               0.851   2.388   2.685   2.565
 31808.0 21248.0 19392.0 33728.0               0.896   2.388   2.556   2.552
 31808.0 21312.0 19392.0 33728.0               0.693   2.346   2.678   2.546
 31744.0 21312.0 19392.0 33664.0               0.819   2.356   2.633   2.520
 31808.0 21312.0 19392.0 33728.0               1.225   2.411   2.607   2.549
 31808.0 21248.0 19456.0 33664.0               0.709   2.307   2.601   2.510
 31808.0 21312.0 19456.0 33664.0               0.812   2.378   2.607   2.469
 31808.0 21184.0 19456.0 33664.0               0.709   2.407   2.633   2.527
 31872.0 21184.0 19392.0 33792.0               0.715   2.330   2.614   2.517
 31808.0 21184.0 19392.0 33856.0               0.632   2.356   2.643   2.552
 31744.0 21312.0 19392.0 33856.0               0.915   2.391   2.636   2.536
 31808.0 21376.0 19392.0 33856.0               1.202   2.430   2.662   2.546
 31872.0 21312.0 19392.0 33856.0               0.751   2.359   2.636   2.494
 31872.0 21440.0 19456.0 33856.0               0.918   2.340   2.568   2.498
 31872.0 21376.0 19456.0 33920.0               0.773   2.356   2.539   2.485
 31872.0 21312.0 19392.0 33856.0               0.751   2.362   2.623   2.517
 31872.0 21440.0 19456.0 33920.0               0.690   2.288   2.604   2.546
 31872.0 21312.0 19392.0 33856.0               0.641   2.317   2.636   2.501
 31872.0 21376.0 19392.0 33920.0               0.632   2.317   2.607   2.501
 31936.0 21248.0 19264.0 33920.0               0.648   2.295   2.617   2.514
 31936.0 21376.0 19264.0 33856.0               0.677   2.269   2.565   2.481
 31872.0 21376.0 19392.0 33792.0               0.677   2.275   2.585   2.504
 31872.0 21376.0 19392.0 33792.0               0.690   2.275   2.572   2.491
 31936.0 21312.0 19392.0 33792.0               0.670   2.307   2.543   2.462
 31872.0 21312.0 19392.0 33792.0               0.667   2.372   2.581   2.494
 31936.0 21312.0 19456.0 33792.0               0.751   2.414   2.746   2.659
 31936.0 21312.0 19456.0 33728.0               1.331   2.459   2.665   2.578
 31872.0 21248.0 19456.0 33728.0               1.383   2.378   2.643   2.491
 31872.0 21248.0 19456.0 33728.0               0.783   2.414   2.533   2.478
 31936.0 21312.0 19520.0 33728.0               1.921   2.536   2.656   2.472
 31936.0 21312.0 19520.0 33664.0               0.815   2.324   2.636   2.510
 31872.0 21312.0 19456.0 33664.0               0.657   2.307   2.639   2.536
 32128.0 21376.0 19392.0 33664.0               0.780   2.362   2.636   2.533
 32128.0 21376.0 19456.0 33664.0               1.138   2.401   2.627   2.436
 32128.0 21376.0 19456.0 33664.0               0.638   2.307   2.546   2.494
 32128.0 21376.0 19456.0 33600.0               0.889   2.359   2.643   2.520
 32064.0 21312.0 19520.0 33664.0               0.751   2.340   2.614   2.430
 32064.0 21376.0 19520.0 33664.0               0.741   2.295   2.594   2.523
 32000.0 21312.0 19584.0 33728.0               0.664   2.336   2.601   2.498
 32000.0 21376.0 19584.0 33792.0               0.670   2.301   2.578   2.469
 32064.0 21312.0 19520.0 33792.0               0.674   2.343   2.572   2.459
 32064.0 21376.0 19520.0 33792.0               0.690   2.314   2.559   2.452
 32128.0 21376.0 19520.0 33728.0               0.735   2.269   2.552   2.449
 32128.0 21376.0 19520.0 33792.0               0.751   2.510   2.730   2.549
 32192.0 21440.0 19520.0 33728.0               0.841   2.394   2.627   2.552
 32192.0 21376.0 19520.0 33792.0               1.005   2.417   2.668   2.578
 32128.0 21376.0 19584.0 33728.0               0.867   2.394   2.627   2.530
 32000.0 21376.0 19520.0 33728.0               0.751   2.340   2.578   2.469
 32064.0 21376.0 19520.0 33728.0               0.880   2.333   2.620   2.517
 32000.0 21312.0 19520.0 33664.0               0.664   2.349   2.604   2.510
 32000.0 21376.0 19456.0 33728.0               0.664   2.295   2.591   2.520
 31936.0 21312.0 19520.0 33728.0               0.667   2.320   2.588   2.517
 31936.0 21312.0 19520.0 33728.0               0.664   2.327   2.572   2.485
 31872.0 21312.0 19648.0 33792.0               0.664   2.324   2.591   2.475
 31872.0 21312.0 19520.0 33728.0               0.680   2.298   2.562   2.475
 31872.0 21312.0 19584.0 33792.0               0.670   2.327   2.598   2.494
 31872.0 21312.0 19520.0 33792.0               0.670   2.340   2.575   2.543
 31872.0 21376.0 19584.0 33792.0               0.941   2.411   2.623   2.530
 31872.0 21376.0 19520.0 33792.0               0.828   2.391   2.643   2.498
 31872.0 21376.0 19456.0 33792.0               0.667   2.320   2.562   2.507
 31936.0 21440.0 19456.0 33728.0               0.728   2.369   2.617   2.527
 31872.0 21504.0 19456.0 33664.0               0.883   2.398   2.633   2.539
 31872.0 21440.0 19456.0 33664.0               0.761   2.382   2.636   2.543
 31936.0 21440.0 19456.0 33664.0               0.706   2.356   2.620   2.520
 31872.0 21440.0 19392.0 33792.0               0.661   2.314   2.578   2.485
 31872.0 21440.0 19392.0 33664.0               0.657   2.343   2.594   2.517
 31872.0 21440.0 19328.0 33600.0               0.654   2.314   2.604   2.533
 31872.0 21440.0 19328.0 33600.0               0.657   2.330   2.604   2.504
 31936.0 21440.0 19328.0 33600.0               0.654   2.349   2.594   2.491
 31936.0 21440.0 19328.0 33536.0               0.648   2.343   2.604   2.520
 31936.0 21440.0 19328.0 33536.0               0.783   2.343   2.601   2.485
 31872.0 21440.0 19328.0 33536.0               0.696   2.285   2.588   2.472
 31872.0 21376.0 19328.0 33536.0               0.706   2.291   2.562   2.462
 31872.0 21376.0 19328.0 33536.0               0.712   2.285   2.556   2.510
 31872.0 21440.0 19328.0 33536.0               0.715   2.291   2.552   2.440
 31936.0 21376.0 19392.0 33600.0               0.699   2.298   2.572   2.423
 31936.0 21440.0 19328.0 33536.0               0.715   2.301   2.527   2.459
 31936.0 21312.0 19328.0 33536.0               0.715   2.382   2.659   2.572
 31936.0 21376.0 19392.0 33536.0               0.715   2.272   2.572   2.472
 31872.0 21376.0 19392.0 33536.0               0.719   2.295   2.549   2.475
 31936.0 21376.0 19392.0 33600.0               0.719   2.291   2.572   2.472
 31808.0 21376.0 19392.0 33536.0               0.715   2.307   2.578   2.485
 31872.0 21376.0 19328.0 33536.0               0.712   2.278   2.559   2.491
 32000.0 21376.0 19456.0 33408.0               0.706   2.307   2.581   2.514
 31872.0 21376.0 19520.0 33408.0               0.712   2.291   2.578   2.485
 31936.0 21376.0 19520.0 33472.0               0.699   2.356   2.572   2.504
 32064.0 21376.0 19584.0 33472.0               0.712   2.291   2.581   2.475
 32064.0 21376.0 19584.0 33536.0               0.690   2.298   2.627   2.559
 32000.0 21376.0 19520.0 33600.0               0.896   2.417   2.643   2.568
 32064.0 21376.0 19584.0 33536.0               0.712   2.253   2.543   2.465
 32000.0 21312.0 19584.0 33536.0               0.693   2.311   2.556   2.462
 32000.0 21248.0 19456.0 33536.0               0.699   2.320   2.565   2.472
 32000.0 21312.0 19520.0 33280.0               0.712   2.304   2.578   2.498
 32064.0 21312.0 19456.0 33472.0               0.709   2.330   2.559   2.452
 32064.0 21312.0 19456.0 33344.0               0.728   2.378   2.633   2.556
 32000.0 21120.0 19456.0 33408.0               0.793   2.385   2.643   2.543
 32064.0 21056.0 19520.0 33472.0               0.712   2.256   2.572   2.485
 32128.0 20992.0 19520.0 33472.0               0.712   2.275   2.556   2.485
 32064.0 20992.0 19584.0 33344.0               0.706   2.298   2.543   2.494
 32064.0 20992.0 19520.0 33344.0               0.709   2.320   2.575   2.510
 32064.0 21056.0 19520.0 33280.0               0.706   2.324   2.575   2.494
 32064.0 21056.0 19584.0 33408.0               0.709   2.291   2.594   2.469
 32128.0 21120.0 19584.0 33472.0               0.709   2.298   2.546   2.498
 32064.0 21120.0 19520.0 33280.0               0.703   2.333   2.546   2.510
 32064.0 21056.0 19456.0 33344.0               0.696   2.324   2.604   2.504
 32128.0 21120.0 19520.0 33344.0               0.690   2.324   2.581   2.527
 32000.0 21120.0 19456.0 33344.0               0.677   2.346   2.581   2.533
 32064.0 21056.0 19392.0 33344.0               0.696   2.320   2.578   2.475
 32064.0 21056.0 19520.0 33408.0               0.699   2.317   2.575   2.501
 32064.0 21184.0 19456.0 33408.0               0.703   2.317   2.578   2.514
 32000.0 21120.0 19392.0 33408.0               0.706   2.298   2.588   2.504
 32064.0 21184.0 19456.0 33408.0               0.696   2.317   2.565   2.517
 32000.0 21056.0 19456.0 33408.0               0.686   2.353   2.607   2.530
 32000.0 21120.0 19520.0 33408.0               0.703   2.298   2.565   2.504
 32000.0 21120.0 19456.0 33344.0               0.699   2.298   2.581   2.481
 32064.0 21056.0 19584.0 33344.0               0.706   2.275   2.556   2.488
 32064.0 21120.0 19584.0 33344.0               0.709   2.307   2.536   2.469
 32192.0 21120.0 19520.0 33344.0               0.744   2.166   2.498   2.391
 32128.0 21056.0 19520.0 33408.0               0.719   2.295   2.572   2.481
 32192.0 21184.0 19520.0 33280.0               0.735   2.282   2.530   2.452
 32192.0 21120.0 19456.0 33280.0               0.738   2.295   2.520   2.475
 32192.0 21120.0 19520.0 33344.0               0.748   2.227   2.527   2.446
 32256.0 21120.0 19456.0 33024.0               0.751   2.282   2.533   2.443
 32256.0 21120.0 19520.0 33024.0               0.741   2.288   2.575   2.485
 32256.0 21056.0 19520.0 33024.0               0.719   2.320   2.623   2.552
 32192.0 21184.0 19584.0 33024.0               0.709   2.330   2.656   2.514
 32192.0 21184.0 19520.0 33024.0               0.706   2.327   2.581   2.504
 32128.0 21184.0 19648.0 33024.0               0.703   2.314   2.581   2.507
 32192.0 21184.0 19584.0 32960.0               0.715   2.343   2.617   2.514
 32192.0 21184.0 19584.0 33024.0               0.706   2.298   2.575   2.507
 32256.0 21184.0 19648.0 33024.0               0.709   2.298   2.581   2.498
 32192.0 21184.0 19648.0 33088.0               0.699   2.314   2.565   2.481
 32128.0 21184.0 19648.0 33024.0               0.706   2.330   2.559   2.501
 32128.0 21248.0 19712.0 33024.0               0.703   2.336   2.591   2.485
 32128.0 21184.0 19776.0 32960.0               0.928   2.320   2.581   2.491
 32192.0 21248.0 19712.0 33024.0               0.709   2.327   2.527   2.465
 32192.0 21248.0 19776.0 32960.0               0.722   2.291   2.556   2.494
 32192.0 21248.0 19776.0 33024.0               0.725   2.304   2.568   2.481
 32128.0 21184.0 19712.0 32960.0               0.719   2.301   2.552   2.465
 32128.0 21248.0 19776.0 33024.0               0.735   2.295   2.552   2.481
 32128.0 21248.0 19712.0 33024.0               0.725   2.282   2.552   2.491
 32192.0 21312.0 19776.0 33024.0               0.732   2.304   2.565   2.481
 32128.0 21248.0 19840.0 33024.0               0.738   2.233   2.536   2.472
 32128.0 21248.0 19840.0 33024.0               0.744   2.259   2.565   2.478
 32128.0 21376.0 19840.0 33024.0               0.751   2.266   2.494   2.446
 32128.0 21312.0 19840.0 33088.0               0.757   2.275   2.523   2.475
 32128.0 21312.0 19840.0 33024.0               0.754   2.233   2.520   2.443
 32128.0 21376.0 19840.0 33024.0               0.757   2.249   2.549   2.456
 32128.0 21376.0 19840.0 33088.0               0.748   2.295   2.552   2.501
 32064.0 21376.0 19840.0 33088.0               0.693   2.282   2.559   2.469
 32128.0 21440.0 19904.0 33088.0               0.741   2.285   2.562   2.449
 32064.0 21440.0 19904.0 33088.0               0.748   2.382   2.581   2.517
 32064.0 21376.0 19968.0 33088.0               0.722   2.317   2.585   2.552
 32064.0 21376.0 19904.0 33024.0               0.738   2.317   2.568   2.510
 32064.0 21376.0 19968.0 33024.0               0.732   2.314   2.585   2.491
 32064.0 21440.0 19968.0 33088.0               0.722   2.288   2.546   2.488
 32064.0 21440.0 20032.0 33152.0               0.728   2.307   2.556   2.485
 32128.0 21440.0 20032.0 33152.0               0.719   2.275   2.565   2.507
 32192.0 21504.0 20096.0 33152.0               0.744   2.288   2.552   2.456
 32128.0 21504.0 20160.0 33152.0               0.738   2.288   2.543   2.494
 32192.0 21504.0 20032.0 33152.0               0.722   2.320   2.562   2.498
 32256.0 21440.0 20096.0 33152.0               0.719   2.278   2.562   2.462
 32256.0 21440.0 20032.0 33216.0               0.732   2.288   2.543   2.494
 32128.0 21376.0 20032.0 33152.0               0.725   2.269   2.539   2.488
 32256.0 21376.0 20096.0 33152.0               0.732   2.298   2.546   2.478
 32256.0 21376.0 19968.0 33088.0               0.735   2.282   2.552   2.465
 32256.0 21312.0 20032.0 33088.0               0.744   2.298   2.523   2.488
 32256.0 21440.0 20032.0 33152.0               0.735   2.301   2.568   2.481
 32192.0 21440.0 20096.0 33088.0               0.735   2.285   2.552   2.488
 32256.0 21440.0 20096.0 33088.0               0.735   2.304   2.562   2.491
 32192.0 21504.0 20096.0 33088.0               0.725   2.320   2.562   2.491
 32192.0 21504.0 19968.0 33088.0               0.738   2.324   2.517   2.504
 32256.0 21376.0 20096.0 33088.0               0.735   2.272   2.572   2.478
 32256.0 21312.0 20160.0 33088.0               0.719   2.304   2.530   2.520
 32320.0 21376.0 20288.0 33152.0               0.699   2.314   2.565   2.475
 32320.0 21312.0 20288.0 33088.0               0.706   2.301   2.594   2.494
 32320.0 21312.0 20288.0 33088.0               0.690   2.330   2.568   2.507
 32192.0 21248.0 20288.0 33024.0               0.696   2.349   2.559   2.504
 32320.0 21184.0 20224.0 32960.0               0.690   2.349   2.585   2.533
 32192.0 19648.0 20224.0 32960.0               1.076   2.343   2.594   2.514
 32192.0 19776.0 20096.0 32256.0               0.690   2.346   2.594   2.481
 31296.0 18496.0 20160.0 32320.0               0.696   2.349   2.562   2.501
 31552.0 17472.0 20096.0 32256.0               0.703   2.330   2.578   2.504
 31424.0 17792.0 20096.0 32320.0               0.703   2.336   2.591   2.491
 31488.0 18048.0 19968.0 32320.0               0.703   2.314   2.588   2.491
 31616.0 18368.0 19840.0 32320.0               0.706   2.291   2.588   2.481
 31552.0 17920.0 19776.0 32384.0               0.696   2.307   2.585   2.507
 31680.0 17408.0 19648.0 32384.0               0.703   2.311   2.572   2.504
 31488.0 17536.0 19520.0 32448.0               0.690   2.311   2.575   2.498
 31488.0 17536.0 19584.0 32576.0               0.696   2.356   2.581   2.501
 31488.0 17856.0 19520.0 32576.0               0.686   2.282   2.575   2.481
 31424.0 17536.0 19456.0 32640.0               0.699   2.282   2.575   2.488
 31488.0 17216.0 19456.0 32704.0               0.699   2.288   2.559   2.469
 31360.0 17408.0 19200.0 32768.0               0.699   2.307   2.581   2.504
 31424.0 17280.0 19136.0 32704.0               0.699   2.330   2.601   2.465
 31296.0 17792.0 19136.0 32768.0               0.696   2.324   2.581   2.501
 31296.0 17344.0 19328.0 32832.0               0.693   2.320   2.588   2.501
 31424.0 17344.0 19264.0 33024.0               0.703   2.288   2.568   2.491
 31552.0 17280.0 18816.0 32960.0               0.703   2.311   2.575   2.520
 31616.0 16960.0 18816.0 32960.0               0.699   2.369   2.588   2.520
 31552.0 16960.0 18688.0 32960.0               0.690   2.333   2.601   2.488
 31552.0 16960.0 18560.0 32896.0               0.703   2.343   2.588   2.504
 31168.0 16960.0 18496.0 33216.0               0.706   2.301   2.565   2.501
 31488.0 16960.0 18560.0 33216.0               0.703   2.301   2.556   2.504
 31552.0 17216.0 18496.0 33280.0               0.696   2.324   2.568   2.514
 31680.0 17088.0 18496.0 33408.0               0.693   2.317   2.575   2.504
 31552.0 17152.0 17920.0 33344.0               0.699   2.317   2.568   2.465
 31680.0 17024.0 18112.0 33344.0               0.706   2.301   2.565   2.481
 31616.0 16896.0 17984.0 33344.0               0.703   2.298   2.562   2.501
 31744.0 16960.0 18112.0 33408.0               0.699   2.330   2.588   2.472
 32064.0 17024.0 18368.0 33344.0               0.706   2.314   2.575   2.488
 32128.0 17024.0 18304.0 33408.0               0.712   2.295   2.568   2.491
 32128.0 17024.0 18432.0 33408.0               0.706   2.311   2.578   2.498
 32000.0 17024.0 18688.0 33408.0               0.712   2.311   2.581   2.488
 32000.0 17024.0 18752.0 33408.0               0.712   2.304   2.572   2.488
 32064.0 17088.0 18816.0 33344.0               0.715   2.295   2.585   2.501
 32128.0 17088.0 19072.0 33408.0               0.715   2.266   2.549   2.491
 32064.0 17152.0 18944.0 33408.0               0.719   2.275   2.559   2.491
 32192.0 17216.0 18880.0 33408.0               0.719   2.304   2.559   2.475
 32384.0 17472.0 18880.0 33408.0               0.715   2.307   2.559   2.494
 32256.0 17536.0 19072.0 33472.0               0.709   2.285   2.568   2.459
 32384.0 17664.0 19200.0 33472.0               0.709   2.298   2.598   2.485
 32320.0 17664.0 19200.0 33472.0               0.719   2.295   2.559   2.465
 32192.0 17664.0 19136.0 33536.0               0.715   2.311   2.549   2.488
 32256.0 17664.0 19008.0 33472.0               0.715   2.320   2.581   2.465
 32064.0 17856.0 18880.0 33472.0               0.715   2.314   2.585   2.478
 32064.0 17728.0 19008.0 33472.0               0.719   2.317   2.572   2.501
 32128.0 17728.0 18816.0 33536.0               0.719   2.324   2.559   2.488
 32128.0 17792.0 19008.0 33600.0               0.715   2.320   2.568   2.494
 32128.0 17728.0 19008.0 33536.0               0.715   2.298   2.572   2.481
 32128.0 17728.0 18688.0 33536.0               0.715   2.314   2.575   2.507
 32256.0 17728.0 18368.0 33600.0               0.715   2.304   2.575   2.507
 32256.0 17664.0 18368.0 33600.0               0.706   2.324   2.559   2.504
 32256.0 17664.0 18368.0 33600.0               0.712   2.288   2.568   2.491
 32192.0 17664.0 18304.0 33600.0               0.706   2.324   2.562   2.485
 32192.0 17728.0 18304.0 33664.0               0.709   2.317   2.568   2.498
 32256.0 17728.0 18496.0 33600.0               0.703   2.311   2.588   2.469
 32256.0 17728.0 18368.0 33664.0               0.699   2.320   2.581   2.475
 32192.0 17728.0 18304.0 33600.0               0.696   2.346   2.572   2.514
 32192.0 17600.0 18432.0 33600.0               0.680   2.359   2.627   2.514
 32192.0 17536.0 18368.0 33600.0               0.738   2.369   2.639   2.530
 32192.0 17664.0 18368.0 33664.0               0.709   2.304   2.539   2.494
 32256.0 17728.0 18496.0 33600.0               0.712   2.311   2.552   2.449
 32256.0 17728.0 18624.0 33664.0               0.706   2.327   2.568   2.485
 32192.0 17728.0 18624.0 33664.0               0.712   2.295   2.565   2.478
 32064.0 17664.0 18624.0 33664.0               0.709   2.285   2.565   2.494
 32128.0 17728.0 18816.0 33728.0               0.709   2.314   2.568   2.481
 32064.0 17664.0 18752.0 33664.0               0.715   2.307   2.543   2.501
 32192.0 17728.0 18624.0 33664.0               0.712   2.278   2.520   2.456
 32128.0 17856.0 18816.0 33728.0               0.715   2.301   2.552   2.501
 32128.0 17856.0 18816.0 33728.0               0.719   2.288   2.559   2.462
 32000.0 17856.0 19008.0 33792.0               0.712   2.272   2.568   2.472
 31872.0 17856.0 19136.0 33792.0               0.709   2.320   2.546   2.481
 32000.0 17856.0 19136.0 33792.0               0.712   2.298   2.578   2.472
 32064.0 17920.0 19072.0 33728.0               0.706   2.311   2.588   2.491
 32064.0 17984.0 19008.0 33792.0               0.696   2.317   2.565   2.510
 32064.0 17984.0 19008.0 33792.0               0.715   2.314   2.581   2.478
 32000.0 18240.0 19008.0 33792.0               0.706   2.320   2.562   2.488
 31936.0 18304.0 19072.0 33856.0               0.712   2.314   2.552   2.504
 32000.0 18304.0 19136.0 33792.0               0.719   2.311   2.598   2.478
 32064.0 18368.0 19200.0 33792.0               0.709   2.311   2.578   2.485
 32064.0 18368.0 19456.0 33856.0               0.719   2.314   2.549   2.488
 32128.0 18432.0 19456.0 33920.0               0.715   2.301   2.559   2.504
 32192.0 18368.0 19392.0 33920.0               0.715   2.314   2.578   2.501
 32128.0 18368.0 19456.0 34048.0               0.719   2.298   2.565   2.485
 32256.0 18432.0 19456.0 34304.0               0.715   2.298   2.556   2.498
 32256.0 18368.0 19392.0 34176.0               0.719   2.266   2.565   2.488
 32256.0 18432.0 19392.0 34176.0               0.719   2.278   2.562   2.472
 32192.0 18432.0 19392.0 34240.0               0.719   2.314   2.539   2.498
 32192.0 18496.0 19520.0 34240.0               0.719   2.330   2.552   2.501
 32192.0 18432.0 19520.0 34176.0               0.719   2.262   2.559   2.475
 32256.0 18432.0 19584.0 34176.0               0.719   2.282   2.588   2.452
 32256.0 18496.0 19712.0 34240.0               0.715   2.298   2.581   2.488
 32192.0 18496.0 19776.0 34240.0               0.719   2.301   2.546   2.469
 32320.0 18432.0 19712.0 34240.0               0.722   2.314   2.559   2.481
 32256.0 18560.0 19648.0 34304.0               0.722   2.311   2.575   2.472
 32128.0 18624.0 19648.0 34240.0               0.722   2.317   2.543   2.475
 32128.0 18688.0 19712.0 34176.0               0.722   2.304   2.565   2.469
 32192.0 18624.0 19648.0 34176.0               0.715   2.317   2.578   2.491
 32064.0 18688.0 19584.0 34176.0               0.719   2.301   2.572   2.494
 32064.0 18624.0 19776.0 34240.0               0.715   2.285   2.588   2.491
 32128.0 18752.0 19776.0 34176.0               0.719   2.349   2.546   2.491
 32064.0 18880.0 19840.0 34176.0               0.719   2.311   2.581   2.498
 32064.0 18816.0 19840.0 34176.0               0.715   2.298   2.591   2.488
 32064.0 18816.0 19904.0 34176.0               0.719   2.320   2.565   2.498
 32128.0 18816.0 19904.0 34176.0               0.722   2.304   2.588   2.491
 32128.0 18816.0 19904.0 34176.0               0.722   2.304   2.562   2.469
 32192.0 18752.0 19904.0 34176.0               0.715   2.282   2.568   2.507
 32064.0 18752.0 19904.0 34176.0               0.709   2.327   2.546   2.510
 32192.0 18752.0 19776.0 34176.0               0.703   2.288   2.588   2.507
 32128.0 18752.0 19776.0 34176.0               0.715   2.288   2.562   2.485
 32064.0 18752.0 19712.0 34176.0               0.699   2.330   2.578   2.488
 32128.0 18752.0 19584.0 34112.0               0.699   2.324   2.594   2.501
 32064.0 18688.0 19456.0 34176.0               0.696   2.301   2.581   2.475
 32064.0 18752.0 19328.0 34176.0               0.699   2.307   2.594   2.475
 31936.0 18816.0 19392.0 34240.0               0.699   2.291   2.578   2.485
 31936.0 18816.0 19392.0 34176.0               0.699   2.333   2.578   2.507
 31872.0 18752.0 19392.0 34240.0               0.696   2.353   2.578   2.507
 31872.0 18752.0 19328.0 34240.0               0.809   2.504   2.720   2.568
 31808.0 18816.0 19392.0 34176.0               0.683   2.349   2.627   2.491
 31936.0 18816.0 19392.0 34240.0               0.690   2.330   2.581   2.485
 31936.0 18816.0 19392.0 34240.0               0.677   2.336   2.598   2.472
 32000.0 18752.0 19456.0 34240.0               1.031   2.391   2.649   2.539
 32064.0 18688.0 19456.0 34240.0               0.674   2.349   2.588   2.501
 32064.0 18688.0 19456.0 34240.0               0.680   2.336   2.607   2.494
 32000.0 18752.0 19520.0 34304.0               0.696   2.304   2.559   2.523
 31936.0 18816.0 19520.0 34304.0               0.690   2.317   2.562   2.501
 32000.0 18816.0 19520.0 34304.0               0.696   2.317   2.594   2.488
 31936.0 18816.0 19584.0 34304.0               0.696   2.295   2.578   2.478
 31936.0 18816.0 19520.0 34240.0               0.699   2.291   2.585   2.501
 32064.0 18880.0 19648.0 34240.0               0.677   2.404   2.601   2.520
 32064.0 18880.0 19520.0 34240.0               0.677   2.291   2.591   2.498
 32128.0 18944.0 19648.0 34240.0               0.770   2.356   2.636   2.510
 32064.0 18880.0 19584.0 34240.0               1.212   2.433   2.659   2.591
 32128.0 18944.0 19584.0 34240.0               0.912   2.411   2.620   2.552
 32064.0 18944.0 19648.0 34304.0               1.228   2.443   2.681   2.575
 32000.0 18880.0 19712.0 34176.0               0.754   2.375   2.646   2.533
 32064.0 18944.0 19712.0 34240.0               0.696   2.349   2.646   2.498
 32064.0 19008.0 19712.0 34176.0               0.744   2.375   2.588   2.523
 32128.0 19072.0 19776.0 34240.0               0.670   2.359   2.585   2.491
 32128.0 19008.0 19776.0 34176.0               0.744   2.362   2.607   2.498
