x_accel,y_accel,z_accel,Year/Month/Day,Hours:Minutes:Seconds.Milliseconds
6.0,24.0,-1003.0,2021/03/24,23:22:30.081243
-1.0,27.0,-999.0,2021/03/24,23:22:30.097615
2.0,23.0,-999.0,2021/03/24,23:22:30.113946
2.0,27.0,-1000.0,2021/03/24,23:22:30.130309
3.0,24.0,-1007.0,2021/03/24,23:22:30.146832
0.0,25.0,-999.0,2021/03/24,23:22:30.163216
0.0,29.0,-1005.0,2021/03/24,23:22:30.179489
3.0,26.0,-1001.0,2021/03/24,23:22:30.195729
-1.0,22.0,-999.0,2021/03/24,23:22:30.211962
0.0,25.0,-998.0,2021/03/24,23:22:30.228199
0.0,26.0,-1003.0,2021/03/24,23:22:30.244444
0.0,22.0,-1000.0,2021/03/24,23:22:30.260675
-1.0,27.0,-1008.0,2021/03/24,23:22:30.276914
2.0,27.0,-1003.0,2021/03/24,23:22:30.293155
0.0,23.0,-1003.0,2021/03/24,23:22:30.309443
1.0,25.0,-997.0,2021/03/24,23:22:30.325697
0.0,26.0,-999.0,2021/03/24,23:22:30.341939
2.0,28.0,-1000.0,2021/03/24,23:22:30.358180
0.0,27.0,-996.0,2021/03/24,23:22:30.374425
4.0,28.0,-999.0,2021/03/24,23:22:30.390675
1.0,28.0,-1005.0,2021/03/24,23:22:30.406924
0.0,22.0,-1003.0,2021/03/24,23:22:30.423165
0.0,25.0,-999.0,2021/03/24,23:22:30.439457
0.0,29.0,-1001.0,2021/03/24,23:22:30.455704
0.0,22.0,-1001.0,2021/03/24,23:22:30.471946
0.0,29.0,-1000.0,2021/03/24,23:22:30.488194
0.0,26.0,-998.0,2021/03/24,23:22:30.504437
1.0,24.0,-1002.0,2021/03/24,23:22:30.520673
2.0,23.0,-1008.0,2021/03/24,23:22:30.536918
-1.0,22.0,-1004.0,2021/03/24,23:22:30.553168
0.0,23.0,-1004.0,2021/03/24,23:22:30.569442
8.0,24.0,-1004.0,2021/03/24,23:22:30.585687
2.0,31.0,-1002.0,2021/03/24,23:22:30.601929
4.0,27.0,-1000.0,2021/03/24,23:22:30.618171
5.0,25.0,-1000.0,2021/03/24,23:22:30.634418
3.0,31.0,-1004.0,2021/03/24,23:22:30.650660
1.0,30.0,-1005.0,2021/03/24,23:22:30.666899
0.0,22.0,-999.0,2021/03/24,23:22:30.683135
