TrasDir: 1754692.6
TrasEsq: 1221221.3
FrenteDir: -4262483.1
FrenteEsq: 2789936.7



TrasDir: 1750816.7
TrasEsq: 1217172.9
FrenteDir: -4261857.2
FrenteEsq: 2789898.2



TrasDir: 1750043.7
TrasEsq: 1218182.6
FrenteDir: -4262323.2
FrenteEsq: 2789865.9



TrasDir: 1662299.9
TrasEsq: 1221105.4
FrenteDir: -4263063.8
FrenteEsq: 2789972.5



TrasDir: 1750397.3
TrasEsq: 1223041.3
FrenteDir: -4263517.5
FrenteEsq: 2790069.1



TrasDir: 1992530.7
TrasEsq: 1294140.0
FrenteDir: -4212157.5
FrenteEsq: 2790057.2



TrasDir: 2021376.6
TrasEsq: 1015355.6
FrenteDir: -4187040.2
FrenteEsq: 2789627.5



TrasDir: 2020595.6
TrasEsq: 994002.2
FrenteDir: -4188409.1
FrenteEsq: 2789255.2



TrasDir: 2016444.2
TrasEsq: 987033.7
FrenteDir: -4189343.6
FrenteEsq: 2788942.9



TrasDir: 2018824.9
TrasEsq: 985073.3
FrenteDir: -4189516.7
FrenteEsq: 2788728.2



TrasDir: 2090597.6
TrasEsq: 1259743.5
FrenteDir: -4311054.0
FrenteEsq: 2782985.2



TrasDir: 2099246.0
TrasEsq: 1414193.4
FrenteDir: -4817374.3
FrenteEsq: 2732220.1



TrasDir: 2113252.8
TrasEsq: 1413982.8
FrenteDir: -4896160.1
FrenteEsq: 2715453.8



TrasDir: 2112018.4
TrasEsq: 1413879.4
FrenteDir: -4889078.7
FrenteEsq: 2715365.0



TrasDir: 2113538.8
TrasEsq: 1413958.6
FrenteDir: -4897711.5
FrenteEsq: 2579691.7



TrasDir: 2125335.5
TrasEsq: 1404040.1
FrenteDir: -4401597.1
FrenteEsq: 2626701.2



TrasDir: 2032444.0
TrasEsq: 1414122.2
FrenteDir: -4302488.2
FrenteEsq: 2116439.0



TrasDir: 2139996.7
TrasEsq: 1414708.8
FrenteDir: -4313180.2
FrenteEsq: 2092267.3



TrasDir: 2140318.5
TrasEsq: 1415121.0
FrenteDir: -4314073.1
FrenteEsq: 2096182.2



TrasDir: 2140563.0
TrasEsq: 1415376.0
FrenteDir: -4315510.3
FrenteEsq: 2096482.1



TrasDir: -0.522495693654475
TrasEsq: -1.306951136954051
FrenteDir: -0.28340945351985314
FrenteEsq: -0.7064050023678021



TrasDir: -0.4398764932415517
TrasEsq: -1.3079633641669197
FrenteDir: -0.2854002462429463
FrenteEsq: -0.7065604654998566



TrasDir: -0.36222327808470567
TrasEsq: -1.2931219606863753
FrenteDir: -0.27499682634741873
FrenteEsq: -0.7062286302523205



TrasDir: -0.2350517929282951
TrasEsq: -0.8435394912112336
FrenteDir: 1.547755518743206
FrenteEsq: 2.047746001388833



TrasDir: 10.439356872961064
TrasEsq: 12.101823985208993
FrenteDir: 9.08635865641421
FrenteEsq: 10.438495788651531



TrasDir: 10.411494992296527
TrasEsq: 12.183515143240012
FrenteDir: 8.984860112517904
FrenteEsq: 10.349159665126262



TrasDir: 12.80894781014345
TrasEsq: 7.810160156651165
FrenteDir: 12.108708174927369
FrenteEsq: 7.630083145180825



TrasDir: 6.637335526442707
TrasEsq: 10.291336054847466
FrenteDir: 8.240905858480232
FrenteEsq: 9.565653238848531



TrasDir: 0.4153482956136386
TrasEsq: 14.983743301114918
FrenteDir: 3.8534946182819367
FrenteEsq: 10.932433589520386



TrasDir: 2.9166833158963756
TrasEsq: 8.952777391666178
FrenteDir: 10.018075390901911
FrenteEsq: 13.097416778102376



TrasDir: 0.2899948319760625
TrasEsq: 1.3107175080487514
FrenteDir: 13.773837372831991
FrenteEsq: 16.06437206779379



TrasDir: 9.092473619286324
TrasEsq: 11.282960906817678
FrenteDir: 7.401009569461654
FrenteEsq: 4.713117213882745



TrasDir: -0.41084083665351623
TrasEsq: -1.2433121267414236
FrenteDir: -0.21306755856189596
FrenteEsq: -0.5845774904601427



TrasDir: -0.4187764965768174
TrasEsq: -1.2460652874853075
FrenteDir: -0.21382505663269172
FrenteEsq: -0.586934768543685



TrasDir: -0.42519540873468564
TrasEsq: -1.247369329470121
FrenteDir: -4.17035642495402
FrenteEsq: -0.5924152735337429



TrasDir: 5.590441251089169
TrasEsq: 6.540568455301572
FrenteDir: 7.73828770936842
FrenteEsq: 8.413360414971846



TrasDir: (20.267906022615872-8.93945726224373j)
TrasEsq: (24.209612770380826-13.316556003769106j)
FrenteDir: 4.648801699445954
FrenteEsq: 3.172298584654807



TrasDir: (16.490684657295837-3.1040246861128473j)
TrasEsq: (22.96480052839146-6.849993975362861j)
FrenteDir: 4.671097421667135
FrenteEsq: 1.1716928624885867



TrasDir: 12.765069244197218
TrasEsq: 18.114616872457887
FrenteDir: 5.126586989325998
FrenteEsq: 1.0969717479053684



TrasDir: 12.674983850889951
TrasEsq: 17.897035328260884
FrenteDir: 5.969057438500452
FrenteEsq: 1.3638493676737085



TrasDir: 13.51825814531487
TrasEsq: 19.335500923985343
FrenteDir: 2.39957984875292
FrenteEsq: 0.4988412845200088



TrasDir: 13.493663213253228
TrasEsq: 18.47511393437862
FrenteDir: 1.667122339146583
