Traseira Direita

TrasDir: 1997218.2
TrasEsq: 1365269.7
FrenteDir: -4229430.1
FrenteEsq: 2791050.9



TrasDir: 2000024.7
TrasEsq: 1367029.9
FrenteDir: -4228964.0
FrenteEsq: 2791175.8



TrasDir: 2003649.4
TrasEsq: 1367909.4
FrenteDir: -4227409.8
FrenteEsq: 2791754.3



TrasDir: 1993648.4
TrasEsq: 1368499.7
FrenteDir: -4230237.9
FrenteEsq: 2791962.7


TrasDir: 1991343.9
TrasEsq: 1370040.2
FrenteDir: -4231085.6
FrenteEsq: 2792025.4



Traseira Esquerda
TrasDir: 2090441.2
TrasEsq: 1371801.6
FrenteDir: -4204099.7
FrenteEsq: 2787334.8



TrasDir: 2137607.6
TrasEsq: 1352672.0
FrenteDir: -4190406.8
FrenteEsq: 2788653.0



TrasDir: 2125715.7
TrasEsq: 1263333.2
FrenteDir: -4185709.8
FrenteEsq: 2789575.4



TrasDir: 2124095.3
TrasEsq: 1263100.1
FrenteDir: -4185278.4
FrenteEsq: 2788752.8


TrasDir: 2122283.2
TrasEsq: 1261814.6
FrenteDir: -4185383.4
FrenteEsq: 2786519.7



Frente Direita
TrasDir: 2133786.6
TrasEsq: 1358806.9
FrenteDir: -4224274.9
FrenteEsq: 2788396.2



TrasDir: 2130750.1
TrasEsq: 1410956.3
FrenteDir: -4361721.2
FrenteEsq: 2787795.2



TrasDir: 2130242.3
TrasEsq: 1409959.0
FrenteDir: -4353238.1
FrenteEsq: 2787141.8



TrasDir: 2129070.0
TrasEsq: 1411472.5
FrenteDir: -4354057.9
FrenteEsq: 2752895.4


TrasDir: 2129118.4
TrasEsq: 1411778.5
FrenteDir: -4352825.7
FrenteEsq: 2787672.8



Frente Esquerda
TrasDir: 2136648.3
TrasEsq: 1405398.1
FrenteDir: -4233924.7
FrenteEsq: 2739667.0



TrasDir: 2139900.2
TrasEsq: 1389320.4
FrenteDir: -4208268.0
FrenteEsq: 2616390.4



TrasDir: 2139879.8
TrasEsq: 1395121.2
FrenteDir: -4211568.8
FrenteEsq: 2616984.9



TrasDir: 1979354.5
TrasEsq: 1390213.8
FrenteDir: -4210340.8
FrenteEsq: 2615571.0



TrasDir: 2139866.3
TrasEsq: 1389689.6
FrenteDir: -4210276.2
FrenteEsq: 2615997.8



