TrasDir: 1908703.8
TrasEsq: 1320621.6
FrenteDir: -4247754.6
FrenteEsq: 2790658.3



TrasDir: 1908816.2
TrasEsq: 1322024.8
FrenteDir: -4247602.0
FrenteEsq: 2790867.7



TrasDir: 1912329.3
TrasEsq: 1320620.3
FrenteDir: -4246215.5
FrenteEsq: 2790927.8



TrasDir: 1912403.5
TrasEsq: 1320065.5
FrenteDir: -4245814.2
FrenteEsq: 2790895.4



TrasDir: 1911679.6
TrasEsq: 1322237.1
FrenteDir: -4246440.8
FrenteEsq: 2790787.8



TrasDir: 2068483.6
TrasEsq: 1285375.7
FrenteDir: -4194554.4
FrenteEsq: 2788220.3



TrasDir: 2087580.5
TrasEsq: 1178055.9
FrenteDir: -4178995.1
FrenteEsq: 2784008.0



TrasDir: 2085010.9
TrasEsq: 1166551.7
FrenteDir: -4179472.0
FrenteEsq: 2786793.2



TrasDir: 2084300.5
TrasEsq: 1176988.3
FrenteDir: -4179762.8
FrenteEsq: 2786877.5



TrasDir: 2083065.0
TrasEsq: 1176281.9
FrenteDir: -4179951.6
FrenteEsq: 2787128.7



TrasDir: 2118531.3
TrasEsq: 1360587.9
FrenteDir: -4322544.0
FrenteEsq: 2787125.5



TrasDir: 2107378.7
TrasEsq: 1416001.7
FrenteDir: -4526493.8
FrenteEsq: 2782119.6



TrasDir: 2108472.5
TrasEsq: 1416093.6
FrenteDir: -4531875.7
FrenteEsq: 2779749.9



TrasDir: 2108789.5
TrasEsq: 1416080.6
FrenteDir: -4535088.9
FrenteEsq: 2779477.0



TrasDir: 2107089.2
TrasEsq: 1415972.6
FrenteDir: -4542026.9
FrenteEsq: 2777390.2



TrasDir: 2133069.5
TrasEsq: 1391737.7
FrenteDir: -4285746.7
FrenteEsq: 2617635.1



TrasDir: 2139665.1
TrasEsq: 1371195.2
FrenteDir: -4241492.6
FrenteEsq: 2440725.7



TrasDir: 2139648.3
TrasEsq: 1372540.9
FrenteDir: -4243168.9
FrenteEsq: 2437935.2



TrasDir: 2139624.1
TrasEsq: 1371660.8
FrenteDir: -4240641.5
FrenteEsq: 2435723.3



TrasDir: 2139624.2
TrasEsq: 1372274.3
FrenteDir: -4244194.4
FrenteEsq: 2435449.4



