# OpenSignals Text File Format. Version 1
# {"20:18:05:28:47:04": {"position": 0, "device": "bitalino_rev", "device name": "20:18:05:28:47:04", "device connection": "BTH20:18:05:28:47:04", "sampling rate": 100, "resolution": [4, 1, 1, 1, 1, 10, 10], "firmware version": 1281, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2021-4-15", "time": "17:16:0.899", "channels": [1, 2], "sensor": ["ECGBIT", "RESPBIT"], "label": ["A1", "A2"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1", "A2"], "special": [{}, {}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	824	533	
1	0	0	0	0	824	534	
2	0	0	0	0	455	534	
3	0	0	0	0	350	534	
4	0	0	0	0	339	534	
5	0	0	0	0	350	534	
6	0	0	0	0	361	534	
7	0	0	0	0	369	535	
8	0	0	0	0	383	536	
9	0	0	0	0	391	536	
10	0	0	0	0	399	536	
11	0	0	0	0	402	536	
12	0	0	0	0	407	536	
13	0	0	0	0	408	536	
14	0	0	0	0	408	536	
15	0	0	0	0	407	536	
0	0	0	0	0	404	536	
1	0	0	0	0	403	537	
2	0	0	0	0	403	537	
3	0	0	0	0	404	537	
4	0	0	0	0	410	538	
5	0	0	0	0	419	538	
6	0	0	0	0	440	538	
7	0	0	0	0	482	538	
8	0	0	0	0	548	539	
9	0	0	0	0	618	539	
10	0	0	0	0	673	539	
11	0	0	0	0	708	539	
12	0	0	0	0	713	540	
13	0	0	0	0	711	539	
14	0	0	0	0	693	540	
15	0	0	0	0	668	540	
0	0	0	0	0	654	540	
1	0	0	0	0	636	540	
2	0	0	0	0	616	541	
3	0	0	0	0	601	541	
4	0	0	0	0	582	541	
5	0	0	0	0	574	542	
6	0	0	0	0	563	542	
7	0	0	0	0	553	542	
8	0	0	0	0	543	542	
9	0	0	0	0	538	542	
10	0	0	0	0	535	543	
11	0	0	0	0	528	543	
12	0	0	0	0	525	542	
13	0	0	0	0	527	543	
14	0	0	0	0	521	543	
15	0	0	0	0	520	543	
0	0	0	0	0	516	543	
1	0	0	0	0	516	543	
2	0	0	0	0	513	543	
3	0	0	0	0	516	544	
4	0	0	0	0	510	544	
5	0	0	0	0	508	544	
6	0	0	0	0	507	544	
7	0	0	0	0	507	544	
8	0	0	0	0	503	545	
9	0	0	0	0	504	544	
10	0	0	0	0	496	545	
11	0	0	0	0	502	545	
12	0	0	0	0	499	544	
13	0	0	0	0	500	544	
14	0	0	0	0	498	545	
15	0	0	0	0	499	545	
0	0	0	0	0	497	545	
1	0	0	0	0	501	545	
2	0	0	0	0	496	545	
3	0	0	0	0	487	545	
4	0	0	0	0	473	545	
5	0	0	0	0	477	545	
6	0	0	0	0	464	545	
7	0	0	0	0	462	545	
8	0	0	0	0	478	546	
9	0	0	0	0	483	545	
10	0	0	0	0	510	546	
11	0	0	0	0	527	546	
12	0	0	0	0	535	546	
13	0	0	0	0	531	546	
14	0	0	0	0	530	546	
15	0	0	0	0	528	546	
0	0	0	0	0	526	546	
1	0	0	0	0	519	546	
2	0	0	0	0	513	546	
3	0	0	0	0	515	546	
4	0	0	0	0	503	546	
5	0	0	0	0	419	546	
6	0	0	0	0	359	547	
7	0	0	0	0	591	547	
8	0	0	0	0	785	547	
9	0	0	0	0	907	547	
10	0	0	0	0	581	547	
11	0	0	0	0	382	547	
12	0	0	0	0	355	548	
13	0	0	0	0	363	547	
14	0	0	0	0	370	548	
15	0	0	0	0	380	548	
0	0	0	0	0	391	548	
1	0	0	0	0	398	548	
2	0	0	0	0	404	549	
3	0	0	0	0	409	550	
4	0	0	0	0	408	550	
5	0	0	0	0	410	550	
6	0	0	0	0	415	551	
7	0	0	0	0	409	551	
8	0	0	0	0	407	551	
9	0	0	0	0	404	551	
10	0	0	0	0	407	551	
11	0	0	0	0	416	552	
12	0	0	0	0	418	551	
13	0	0	0	0	427	552	
14	0	0	0	0	445	551	
15	0	0	0	0	478	551	
0	0	0	0	0	528	551	
1	0	0	0	0	598	551	
2	0	0	0	0	647	552	
3	0	0	0	0	684	552	
4	0	0	0	0	697	552	
5	0	0	0	0	697	552	
6	0	0	0	0	680	552	
7	0	0	0	0	664	553	
8	0	0	0	0	647	553	
9	0	0	0	0	624	552	
10	0	0	0	0	608	553	
11	0	0	0	0	589	552	
12	0	0	0	0	574	552	
13	0	0	0	0	560	553	
14	0	0	0	0	553	553	
15	0	0	0	0	543	553	
0	0	0	0	0	533	554	
1	0	0	0	0	534	554	
2	0	0	0	0	530	554	
3	0	0	0	0	529	554	
4	0	0	0	0	522	555	
5	0	0	0	0	522	555	
6	0	0	0	0	517	555	
7	0	0	0	0	518	556	
8	0	0	0	0	521	556	
9	0	0	0	0	516	556	
10	0	0	0	0	520	556	
11	0	0	0	0	514	557	
12	0	0	0	0	511	557	
13	0	0	0	0	503	557	
14	0	0	0	0	505	557	
15	0	0	0	0	507	557	
0	0	0	0	0	504	556	
1	0	0	0	0	504	557	
2	0	0	0	0	504	557	
3	0	0	0	0	496	557	
4	0	0	0	0	487	557	
5	0	0	0	0	483	556	
6	0	0	0	0	480	556	
7	0	0	0	0	476	556	
8	0	0	0	0	468	556	
9	0	0	0	0	483	556	
10	0	0	0	0	484	556	
11	0	0	0	0	513	556	
12	0	0	0	0	532	555	
13	0	0	0	0	537	555	
14	0	0	0	0	536	555	
15	0	0	0	0	532	555	
0	0	0	0	0	529	555	
1	0	0	0	0	528	555	
2	0	0	0	0	522	554	
3	0	0	0	0	520	554	
4	0	0	0	0	519	553	
5	0	0	0	0	508	553	
6	0	0	0	0	451	553	
7	0	0	0	0	311	553	
8	0	0	0	0	586	552	
9	0	0	0	0	755	551	
10	0	0	0	0	959	551	
11	0	0	0	0	676	551	
12	0	0	0	0	401	550	
13	0	0	0	0	336	549	
14	0	0	0	0	343	549	
15	0	0	0	0	345	548	
0	0	0	0	0	365	548	
1	0	0	0	0	373	548	
2	0	0	0	0	381	547	
3	0	0	0	0	390	547	
4	0	0	0	0	397	547	
5	0	0	0	0	399	546	
6	0	0	0	0	401	545	
7	0	0	0	0	402	545	
8	0	0	0	0	403	545	
9	0	0	0	0	402	545	
10	0	0	0	0	399	544	
11	0	0	0	0	404	543	
12	0	0	0	0	400	543	
13	0	0	0	0	415	543	
14	0	0	0	0	428	543	
15	0	0	0	0	446	542	
0	0	0	0	0	476	542	
1	0	0	0	0	531	541	
2	0	0	0	0	588	540	
3	0	0	0	0	645	540	
4	0	0	0	0	676	540	
5	0	0	0	0	695	539	
6	0	0	0	0	699	539	
7	0	0	0	0	680	538	
8	0	0	0	0	667	538	
9	0	0	0	0	650	537	
10	0	0	0	0	627	537	
11	0	0	0	0	611	537	
12	0	0	0	0	594	537	
13	0	0	0	0	583	536	
14	0	0	0	0	574	536	
15	0	0	0	0	553	536	
0	0	0	0	0	555	536	
1	0	0	0	0	526	535	
2	0	0	0	0	534	535	
3	0	0	0	0	534	535	
4	0	0	0	0	524	534	
5	0	0	0	0	534	534	
6	0	0	0	0	527	534	
7	0	0	0	0	524	533	
8	0	0	0	0	519	533	
9	0	0	0	0	518	532	
10	0	0	0	0	516	532	
11	0	0	0	0	511	531	
12	0	0	0	0	509	531	
13	0	0	0	0	507	531	
14	0	0	0	0	509	530	
15	0	0	0	0	506	529	
0	0	0	0	0	505	529	
1	0	0	0	0	502	529	
2	0	0	0	0	508	528	
3	0	0	0	0	503	528	
4	0	0	0	0	509	527	
5	0	0	0	0	502	527	
6	0	0	0	0	503	527	
7	0	0	0	0	497	527	
8	0	0	0	0	480	526	
9	0	0	0	0	465	526	
10	0	0	0	0	478	526	
11	0	0	0	0	463	525	
12	0	0	0	0	480	526	
13	0	0	0	0	483	525	
14	0	0	0	0	489	525	
15	0	0	0	0	515	525	
0	0	0	0	0	529	525	
1	0	0	0	0	536	525	
2	0	0	0	0	533	524	
3	0	0	0	0	529	525	
4	0	0	0	0	522	525	
5	0	0	0	0	518	525	
6	0	0	0	0	512	525	
7	0	0	0	0	519	525	
8	0	0	0	0	510	524	
9	0	0	0	0	463	525	
10	0	0	0	0	343	524	
11	0	0	0	0	644	524	
12	0	0	0	0	783	524	
13	0	0	0	0	903	524	
14	0	0	0	0	657	524	
15	0	0	0	0	373	524	
0	0	0	0	0	321	525	
1	0	0	0	0	328	525	
2	0	0	0	0	337	524	
3	0	0	0	0	351	524	
4	0	0	0	0	364	525	
5	0	0	0	0	374	525	
6	0	0	0	0	386	525	
7	0	0	0	0	391	525	
8	0	0	0	0	398	525	
9	0	0	0	0	401	525	
10	0	0	0	0	399	525	
11	0	0	0	0	400	525	
12	0	0	0	0	401	525	
13	0	0	0	0	400	525	
14	0	0	0	0	395	525	
15	0	0	0	0	389	526	
0	0	0	0	0	395	526	
1	0	0	0	0	409	526	
2	0	0	0	0	419	526	
3	0	0	0	0	451	525	
4	0	0	0	0	507	526	
5	0	0	0	0	583	526	
6	0	0	0	0	646	526	
7	0	0	0	0	692	526	
8	0	0	0	0	712	526	
9	0	0	0	0	723	527	
10	0	0	0	0	688	527	
11	0	0	0	0	692	527	
12	0	0	0	0	649	527	
13	0	0	0	0	650	527	
14	0	0	0	0	621	527	
15	0	0	0	0	622	527	
0	0	0	0	0	595	528	
1	0	0	0	0	583	527	
2	0	0	0	0	562	527	
3	0	0	0	0	545	527	
4	0	0	0	0	520	527	
5	0	0	0	0	527	528	
6	0	0	0	0	512	528	
7	0	0	0	0	504	529	
8	0	0	0	0	534	530	
9	0	0	0	0	547	532	
10	0	0	0	0	534	533	
11	0	0	0	0	530	534	
12	0	0	0	0	525	535	
13	0	0	0	0	522	536	
14	0	0	0	0	519	536	
15	0	0	0	0	514	537	
0	0	0	0	0	511	537	
1	0	0	0	0	509	537	
2	0	0	0	0	503	537	
3	0	0	0	0	499	538	
4	0	0	0	0	503	538	
5	0	0	0	0	498	537	
6	0	0	0	0	499	536	
7	0	0	0	0	517	535	
8	0	0	0	0	514	534	
9	0	0	0	0	508	532	
10	0	0	0	0	505	531	
11	0	0	0	0	497	529	
12	0	0	0	0	491	528	
13	0	0	0	0	503	526	
14	0	0	0	0	489	524	
15	0	0	0	0	473	523	
0	0	0	0	0	479	522	
1	0	0	0	0	471	521	
2	0	0	0	0	466	520	
3	0	0	0	0	471	519	
4	0	0	0	0	485	519	
5	0	0	0	0	508	518	
6	0	0	0	0	529	518	
7	0	0	0	0	542	518	
8	0	0	0	0	531	518	
9	0	0	0	0	526	518	
10	0	0	0	0	512	518	
11	0	0	0	0	522	518	
12	0	0	0	0	529	519	
13	0	0	0	0	536	519	
14	0	0	0	0	530	519	
15	0	0	0	0	523	519	
0	0	0	0	0	452	518	
1	0	0	0	0	417	519	
2	0	0	0	0	679	519	
3	0	0	0	0	778	519	
4	0	0	0	0	908	519	
5	0	0	0	0	558	520	
6	0	0	0	0	355	521	
7	0	0	0	0	327	521	
8	0	0	0	0	326	521	
9	0	0	0	0	341	522	
10	0	0	0	0	368	522	
11	0	0	0	0	381	522	
12	0	0	0	0	399	523	
13	0	0	0	0	407	522	
14	0	0	0	0	409	522	
15	0	0	0	0	403	522	
0	0	0	0	0	401	521	
1	0	0	0	0	403	522	
2	0	0	0	0	405	521	
3	0	0	0	0	407	521	
4	0	0	0	0	404	522	
5	0	0	0	0	401	523	
6	0	0	0	0	409	523	
7	0	0	0	0	395	523	
8	0	0	0	0	403	524	
9	0	0	0	0	428	524	
10	0	0	0	0	457	525	
11	0	0	0	0	510	525	
12	0	0	0	0	583	527	
13	0	0	0	0	630	527	
14	0	0	0	0	688	529	
15	0	0	0	0	716	530	
0	0	0	0	0	723	531	
1	0	0	0	0	720	531	
2	0	0	0	0	702	532	
