     0.0     0.0     0.0     0.0               2.871   3.152   3.174   2.933
     0.0     0.0     0.0     0.0               2.888   3.136   3.178   2.913
     0.0     0.0     0.0     0.0               2.994   3.136   3.184   2.942
     0.0     0.0     0.0     0.0               2.813   3.136   3.174   2.946
     0.0     0.0     0.0     0.0               2.852   3.129   3.174   2.929
     0.0     0.0     0.0     0.0               2.878   3.145   3.181   2.926
     0.0     0.0     0.0     0.0               2.881   3.126   3.194   2.936
     0.0     0.0     0.0     0.0               2.868   3.123   3.171   2.929
     0.0     0.0     0.0     0.0               2.884   3.149   3.184   2.933
     0.0     0.0     0.0     0.0               2.917   3.129   3.165   2.952
     0.0     0.0     0.0     0.0               2.884   3.145   3.190   2.946
     0.0     0.0     0.0     0.0               2.942   3.132   3.190   2.949
     0.0     0.0     0.0     0.0               2.965   3.142   3.187   2.907
     0.0     0.0     0.0     0.0               2.917   3.145   3.174   2.939
     0.0     0.0     0.0     0.0               2.913   3.132   3.181   2.946
     0.0     0.0     0.0     0.0               2.978   3.152   3.178   2.936
     0.0     0.0     0.0     0.0               2.958   3.145   3.197   2.936
     0.0     0.0     0.0     0.0               2.955   3.136   3.194   2.936
     0.0     0.0     0.0     0.0               2.865   3.149   3.190   2.933
     0.0     0.0     0.0     0.0               2.923   3.139   3.197   2.949
     0.0     0.0     0.0     0.0               2.923   3.139   3.187   2.949
     0.0     0.0     0.0     0.0               2.958   3.132   3.187   2.929
     0.0     0.0     0.0     0.0               2.836   3.139   3.174   2.923
     0.0     0.0     0.0     0.0               2.949   3.126   3.178   2.946
     0.0     0.0     0.0     0.0               2.978   3.152   3.171   2.923
     0.0     0.0     0.0     0.0               2.991   3.152   3.155   2.929
     0.0     0.0     0.0     0.0               2.939   3.149   3.178   2.946
     0.0     0.0     0.0     0.0               2.991   3.165   3.197   2.907
     0.0     0.0     0.0     0.0               2.894   3.149   3.187   2.917
     0.0     0.0     0.0     0.0               2.875   3.136   3.197   2.942
     0.0     0.0     0.0     0.0               2.897   3.132   3.181   2.910
     0.0     0.0     0.0     0.0               2.875   3.155   3.171   2.936
     0.0     0.0     0.0     0.0               2.894   3.136   3.184   2.929
     0.0     0.0     0.0     0.0               2.981   3.126   3.181   2.946
     0.0     0.0     0.0     0.0               2.962   3.152   3.181   2.936
     0.0     0.0     0.0     0.0               2.955   3.149   3.178   2.936
     0.0     0.0     0.0     0.0               2.968   3.152   3.158   2.929
     0.0     0.0     0.0     0.0               2.849   3.145   3.197   2.936
     0.0     0.0     0.0     0.0               2.965   3.136   3.197   2.942
     0.0     0.0     0.0     0.0               2.894   3.136   3.190   2.939
     0.0     0.0     0.0     0.0               2.958   3.132   3.178   2.910
     0.0     0.0     0.0     0.0               2.878   3.149   3.184   2.933
     0.0     0.0     0.0     0.0               2.823   3.145   3.197   2.946
     0.0     0.0     0.0     0.0               2.958   3.152   3.184   2.933
     0.0     0.0     0.0     0.0               2.900   3.149   3.181   2.913
     0.0     0.0     0.0     0.0               2.907   3.152   3.190   2.910
     0.0     0.0     0.0     0.0               2.878   3.145   3.178   2.942
     0.0     0.0     0.0     0.0               2.888   3.136   3.174   2.923
     0.0     0.0     0.0     0.0               2.830   3.142   3.178   2.900
     0.0     0.0     0.0     0.0               2.936   3.149   3.178   2.926
     0.0     0.0     0.0     0.0               2.949   3.145   3.174   2.926
     0.0     0.0     0.0     0.0               2.958   3.136   3.190   2.913
     0.0     0.0     0.0     0.0               2.984   3.129   3.187   2.949
     0.0     0.0     0.0     0.0               2.917   3.152   3.190   2.942
     0.0     0.0     0.0     0.0               2.897   3.149   3.184   2.929
     0.0     0.0     0.0     0.0               2.881   3.139   3.194   2.946
     0.0     0.0     0.0     0.0               2.897   3.120   3.194   2.936
     0.0     0.0     0.0     0.0               2.891   3.155   3.161   2.939
     0.0     0.0     0.0     0.0               2.917   3.139   3.178   2.942
     0.0     0.0     0.0     0.0               2.884   3.136   3.168   2.926
